ItemCompraID,CompraID,IsqueiroID,Quantidade,PrecoUnitario,Desconto,SubTotal,MarcaID,CategoriaID,Modelo,Cor,Material,TipoCombustivel,CapacidadeML,Peso,PrecoSugerido,NomeMarca,NomeCategoria
52388,48233,47,1,94.05,0.84,93.25998,4,3,Modelo 47,Salmão escuro,Aço Inoxidável,Butano,26.51,60.01,76.44,Cricket,Premium
52389,21735,74,1,71.65,12.32,62.82272,11,3,Modelo 74,Rosa profundo,Aço Inoxidável,Gasolina,39.65,21.48,68.97,Ignite,Premium
52390,7379,21,2,96.6,3.4,186.6312,3,2,Modelo 21,Brasil,Plástico,Gasolina,31.5,47.74,12.0,Clipper,Recarregável
52391,20494,57,1,46.2,13.58,39.92604,11,4,Modelo 57,Ferrugem,Plástico,Gasolina,38.76,72.4,69.91,Ignite,Decorativo
52392,11667,49,1,27.13,0.16,27.086592,14,1,Modelo 49,Verde primavera médio,Aço Inoxidável,Gasolina,33.32,59.13,91.59,Glow,Descartável
52393,169,18,1,32.2,16.5,26.887,8,1,Modelo 18,Verde-azulado,Aço Inoxidável,Gasolina,45.7,94.4,5.91,Spark,Descartável
52394,11457,5,1,72.28,3.65,69.64178,7,1,Modelo 5,Verde Paris,Metal,Butano,16.62,72.0,42.48,Luminos,Descartável
52395,48431,50,3,23.56,2.39,68.990748,11,3,Modelo 50,Verde mar médio,Plástico,Butano,33.82,17.27,28.27,Ignite,Premium
52396,19825,29,1,41.24,7.43,38.175868,16,1,Modelo 29,Mamão batido,Metal,Butano,14.99,62.11,89.01,Flint,Descartável
52397,23993,41,1,5.74,3.28,5.551728000000001,2,5,Modelo 41,Chocolate,Aço Inoxidável,Butano,38.15,81.54,50.05,Zippo,Industrial
52398,21384,44,4,26.72,3.51,103.128512,6,5,Modelo 44,Milho Claro,Aço Inoxidável,Butano,38.34,61.79,92.2,Flamme,Industrial
52399,37552,70,2,7.68,0.42,15.295488,1,3,Modelo 70,Malva,Aço Inoxidável,Butano,34.3,60.32,89.06,Bic,Premium
52400,11985,12,2,94.49,19.34,152.431268,15,1,Modelo 12,Azul ardósia,Metal,Butano,41.88,82.83,42.86,Ember,Descartável
52401,32723,27,1,78.08,6.67,72.872064,17,2,Modelo 27,Jambo,Plástico,Gasolina,30.17,42.56,86.04,Scorch,Recarregável
52402,46983,43,1,8.45,10.14,7.593169999999999,5,1,Modelo 43,Esmeralda,Plástico,Butano,8.98,57.6,74.69,Djeep,Descartável
52403,21426,8,1,15.29,9.94,13.770174,18,5,Modelo 8,Chocolate,Metal,Butano,49.41,96.15,95.73,LightUp,Industrial
52404,29677,52,1,92.83,19.06,75.136602,5,4,Modelo 52,Violeta escuro,Metal,Butano,48.4,98.68,67.89,Djeep,Decorativo
52405,41296,83,5,85.88,3.92,412.56752,7,4,Modelo 83,Glitter,Aço Inoxidável,Butano,49.93,48.53,28.84,Luminos,Decorativo
52406,43402,61,1,7.65,8.26,7.01811,11,4,Modelo 61,Ciano escuro,Plástico,Butano,43.82,59.9,35.72,Ignite,Decorativo
52407,30562,55,1,79.98,17.38,66.07947600000001,5,3,Modelo 55,Marrom,Aço Inoxidável,Butano,38.68,31.76,97.08,Djeep,Premium
52408,3847,43,3,69.93,11.88,184.866948,5,1,Modelo 43,Esmeralda,Plástico,Butano,8.98,57.6,74.69,Djeep,Descartável
52409,48809,66,1,24.8,15.92,20.85184,16,5,Modelo 66,Vermelho violeta pálido,Aço Inoxidável,Butano,5.19,41.91,99.61,Flint,Industrial
52410,25050,15,1,14.45,5.37,13.674035,9,1,Modelo 15,Carmim carnáceo,Aço Inoxidável,Butano,12.87,49.1,11.03,Firebird,Descartável
52411,21595,84,1,89.2,11.46,78.97767999999999,13,3,Modelo 84,Ciano,Aço Inoxidável,Butano,21.12,47.29,82.43,Flicker,Premium
52412,47189,66,1,18.37,12.82,16.014966,16,5,Modelo 66,Vermelho violeta pálido,Aço Inoxidável,Butano,5.19,41.91,99.61,Flint,Industrial
52413,28194,70,1,66.65,7.5,61.65125000000001,1,3,Modelo 70,Malva,Aço Inoxidável,Butano,34.3,60.32,89.06,Bic,Premium
52414,8115,11,4,17.08,7.06,63.496608,1,2,Modelo 11,Triássico,Plástico,Butano,48.16,77.28,55.88,Bic,Recarregável
52415,40120,28,3,10.58,0.26,31.657476,1,5,Modelo 28,Cardo,Metal,Butano,33.59,11.25,21.04,Bic,Industrial
52416,40333,91,1,13.51,13.42,11.696958,1,1,Modelo 91,Tomate,Plástico,Butano,42.35,27.35,75.87,Bic,Descartável
52417,40991,44,1,21.48,7.18,19.937736,6,5,Modelo 44,Milho Claro,Aço Inoxidável,Butano,38.34,61.79,92.2,Flamme,Industrial
52418,29137,66,1,48.16,7.83,44.38907199999999,16,5,Modelo 66,Vermelho violeta pálido,Aço Inoxidável,Butano,5.19,41.91,99.61,Flint,Industrial
52419,35427,89,1,99.83,15.08,84.77563599999999,16,3,Modelo 89,Verde-azulado,Plástico,Butano,15.67,51.86,5.77,Flint,Premium
52420,34452,19,2,47.17,7.3,87.45318,18,3,Modelo 19,Azul real,Aço Inoxidável,Butano,12.48,61.73,14.87,LightUp,Premium
52421,24430,47,1,78.2,2.53,76.22154,4,3,Modelo 47,Salmão escuro,Aço Inoxidável,Butano,26.51,60.01,76.44,Cricket,Premium
52422,10515,60,1,91.83,7.14,85.273338,6,2,Modelo 60,Marrom rosado,Plástico,Butano,34.78,10.13,67.16,Flamme,Recarregável
52423,32494,26,1,92.38,13.41,79.99184199999999,5,4,Modelo 26,Coral claro,Aço Inoxidável,Gasolina,47.81,51.28,99.84,Djeep,Decorativo
52424,45708,67,1,72.83,5.95,68.496615,13,3,Modelo 67,Lavanda,Metal,Butano,19.71,93.84,40.5,Flicker,Premium
52425,20905,99,1,58.83,9.91,52.999947,8,5,Modelo 99,Amarelo esverdeado,Plástico,Butano,29.65,99.35,98.81,Spark,Industrial
52426,32308,45,5,27.3,13.03,118.71405,5,4,Modelo 45,Azul escuro,Aço Inoxidável,Butano,14.88,95.2,9.22,Djeep,Decorativo
52427,12957,73,1,20.87,16.28,17.472364,18,3,Modelo 73,Vermelho enegrecido,Plástico,Butano,16.38,79.45,10.21,LightUp,Premium
52428,8649,87,2,86.28,3.74,166.106256,18,1,Modelo 87,Açafrão,Aço Inoxidável,Butano,23.51,45.38,30.83,LightUp,Descartável
52429,14382,46,3,13.81,6.13,38.890341,12,3,Modelo 46,Azul céu profundo,Aço Inoxidável,Butano,9.4,45.96,59.09,Blaze,Premium
52430,22599,59,3,11.41,0.31,34.123887,12,4,Modelo 59,Fúcsia,Aço Inoxidável,Butano,11.81,51.69,88.1,Blaze,Decorativo
52431,16237,4,3,98.16,18.78,239.17665600000004,14,1,Modelo 4,Branco,Aço Inoxidável,Gasolina,41.03,40.13,93.24,Glow,Descartável
52432,14382,24,5,18.88,11.75,83.30799999999999,2,5,Modelo 24,Jasmine,Metal,Gasolina,21.62,16.16,8.5,Zippo,Industrial
52433,20239,15,2,45.01,3.87,86.536226,9,1,Modelo 15,Carmim carnáceo,Aço Inoxidável,Butano,12.87,49.1,11.03,Firebird,Descartável
52434,27908,1,3,22.33,12.11,58.877511,5,4,Modelo 1,Verde primavera,Plástico,Butano,26.59,39.32,83.47,Djeep,Decorativo
52435,40296,50,3,25.55,0.63,76.167105,11,3,Modelo 50,Verde mar médio,Plástico,Butano,33.82,17.27,28.27,Ignite,Premium
52436,25342,53,1,52.28,12.85,45.56202,5,5,Modelo 53,Renda antiga,Plástico,Gasolina,42.1,15.92,58.16,Djeep,Industrial
52437,6346,89,1,44.18,11.34,39.169988,16,3,Modelo 89,Verde-azulado,Plástico,Butano,15.67,51.86,5.77,Flint,Premium
52438,22752,47,3,14.26,10.53,38.275266,4,3,Modelo 47,Salmão escuro,Aço Inoxidável,Butano,26.51,60.01,76.44,Cricket,Premium
52439,32016,28,1,35.61,6.45,33.313155,1,5,Modelo 28,Cardo,Metal,Butano,33.59,11.25,21.04,Bic,Industrial
52440,34937,90,2,11.9,6.41,22.27442,1,2,Modelo 90,Verde lima,Aço Inoxidável,Gasolina,35.29,87.1,93.78,Bic,Recarregável
52441,17256,77,2,45.47,13.71,78.472126,10,1,Modelo 77,Azul ardósia,Aço Inoxidável,Butano,44.8,50.3,52.29,Torch,Descartável
52442,40750,11,2,40.52,2.79,78.77898400000001,1,2,Modelo 11,Triássico,Plástico,Butano,48.16,77.28,55.88,Bic,Recarregável
52443,2522,28,1,62.78,7.77,57.901994,1,5,Modelo 28,Cardo,Metal,Butano,33.59,11.25,21.04,Bic,Industrial
52444,20000,1,3,38.19,18.1,93.83283,5,4,Modelo 1,Verde primavera,Plástico,Butano,26.59,39.32,83.47,Djeep,Decorativo
52445,26825,6,1,74.83,3.47,72.233399,19,5,Modelo 6,Verde fluorescente,Aço Inoxidável,Butano,15.4,35.2,18.04,Burner,Industrial
52446,21743,87,5,38.03,13.9,163.71915,18,1,Modelo 87,Açafrão,Aço Inoxidável,Butano,23.51,45.38,30.83,LightUp,Descartável
52447,23347,91,1,93.05,0.96,92.15672,1,1,Modelo 91,Tomate,Plástico,Butano,42.35,27.35,75.87,Bic,Descartável
52448,39586,46,1,83.4,5.37,78.92142000000001,12,3,Modelo 46,Azul céu profundo,Aço Inoxidável,Butano,9.4,45.96,59.09,Blaze,Premium
52449,46674,97,3,36.17,7.08,100.827492,6,3,Modelo 97,Branco,Metal,Butano,41.95,58.96,59.42,Flamme,Premium
52450,19376,87,2,50.85,19.21,82.16342999999999,18,1,Modelo 87,Açafrão,Aço Inoxidável,Butano,23.51,45.38,30.83,LightUp,Descartável
52451,15199,27,1,17.93,12.51,15.686957,17,2,Modelo 27,Jambo,Plástico,Gasolina,30.17,42.56,86.04,Scorch,Recarregável
52452,41709,31,2,78.18,6.39,146.36859600000005,10,2,Modelo 31,Índigo,Aço Inoxidável,Butano,7.36,28.99,30.96,Torch,Recarregável
52453,36187,15,1,40.51,17.52,33.412648,9,1,Modelo 15,Carmim carnáceo,Aço Inoxidável,Butano,12.87,49.1,11.03,Firebird,Descartável
52454,12557,41,1,6.76,5.73,6.372652,2,5,Modelo 41,Chocolate,Aço Inoxidável,Butano,38.15,81.54,50.05,Zippo,Industrial
52455,8568,6,3,26.66,0.21,79.812042,19,5,Modelo 6,Verde fluorescente,Aço Inoxidável,Butano,15.4,35.2,18.04,Burner,Industrial
52456,18482,48,1,49.88,5.52,47.126624,14,3,Modelo 48,Cereja,Metal,Butano,8.36,44.12,15.98,Glow,Premium
52457,31864,38,1,8.94,2.2,8.743319999999999,20,3,Modelo 38,Escarlate,Aço Inoxidável,Butano,38.52,50.16,53.49,Fireside,Premium
52458,29002,91,2,64.36,15.62,108.613936,1,1,Modelo 91,Tomate,Plástico,Butano,42.35,27.35,75.87,Bic,Descartável
52459,20188,26,1,70.78,1.89,69.442258,5,4,Modelo 26,Coral claro,Aço Inoxidável,Gasolina,47.81,51.28,99.84,Djeep,Decorativo
52460,190,62,1,11.11,19.84,8.905776,12,3,Modelo 62,Neve,Aço Inoxidável,Butano,19.55,51.59,93.57,Blaze,Premium
52461,48323,99,2,30.68,14.49,52.468936,8,5,Modelo 99,Amarelo esverdeado,Plástico,Butano,29.65,99.35,98.81,Spark,Industrial
52462,18105,34,1,64.54,0.71,64.081766,3,5,Modelo 34,Salmão,Aço Inoxidável,Butano,22.36,18.56,88.57,Clipper,Industrial
52463,31356,3,2,94.87,4.16,181.846816,16,3,Modelo 3,Pêssego,Aço Inoxidável,Gasolina,50.0,55.21,71.15,Flint,Premium
52464,39742,54,2,21.54,16.32,36.049344,12,5,Modelo 54,Azul furtivo,Aço Inoxidável,Butano,9.93,82.09,87.58,Blaze,Industrial
52465,37926,92,2,33.37,14.5,57.06269999999999,19,2,Modelo 92,Turquesa,Metal,Butano,49.07,64.7,44.21,Burner,Recarregável
52466,44153,2,1,29.23,18.82,23.728914,14,4,Modelo 2,Sépia,Aço Inoxidável,Butano,48.33,65.65,75.89,Glow,Decorativo
52467,24938,42,3,64.79,7.08,180.608604,6,3,Modelo 42,Coral claro,Metal,Butano,27.38,99.36,60.67,Flamme,Premium
52468,28851,19,1,43.48,6.54,40.636408,18,3,Modelo 19,Azul real,Aço Inoxidável,Butano,12.48,61.73,14.87,LightUp,Premium
52469,42039,36,1,25.59,7.01,23.796141,3,5,Modelo 36,Linho,Aço Inoxidável,Butano,49.21,50.65,17.92,Clipper,Industrial
52470,48166,80,1,86.25,12.67,75.322125,14,2,Modelo 80,Verde espectro,Plástico,Outro,8.76,44.37,5.9,Glow,Recarregável
52471,11818,6,1,91.25,2.79,88.70412499999999,19,5,Modelo 6,Verde fluorescente,Aço Inoxidável,Butano,15.4,35.2,18.04,Burner,Industrial
52472,20636,82,2,58.56,16.19,98.158272,6,1,Modelo 82,Azul violeta,Metal,Butano,7.47,98.7,21.22,Flamme,Descartável
52473,17229,20,2,6.76,14.02,11.624496,8,2,Modelo 20,Vermelho enegrecido,Aço Inoxidável,Butano,17.95,41.8,88.93,Spark,Recarregável
52474,37201,32,3,80.53,16.76,201.099516,19,3,Modelo 32,Azul escuro,Aço Inoxidável,Gasolina,14.93,20.87,65.83,Burner,Premium
52475,5979,80,1,25.83,17.22,21.382074,14,2,Modelo 80,Verde espectro,Plástico,Outro,8.76,44.37,5.9,Glow,Recarregável
52476,21971,77,1,69.28,9.2,62.90624,10,1,Modelo 77,Azul ardósia,Aço Inoxidável,Butano,44.8,50.3,52.29,Torch,Descartável
52477,19180,54,2,50.11,4.29,95.920562,12,5,Modelo 54,Azul furtivo,Aço Inoxidável,Butano,9.93,82.09,87.58,Blaze,Industrial
52478,10181,30,1,69.71,12.56,60.95442399999999,3,1,Modelo 30,Amarelo queimado,Metal,Butano,38.39,23.03,47.92,Clipper,Descartável
52479,36344,91,1,82.17,17.24,68.00389200000001,1,1,Modelo 91,Tomate,Plástico,Butano,42.35,27.35,75.87,Bic,Descartável
52480,12951,21,2,88.23,1.38,174.024852,3,2,Modelo 21,Brasil,Plástico,Gasolina,31.5,47.74,12.0,Clipper,Recarregável
52481,8981,18,2,78.65,11.31,139.50937000000002,8,1,Modelo 18,Verde-azulado,Aço Inoxidável,Gasolina,45.7,94.4,5.91,Spark,Descartável
52482,44064,3,1,38.89,13.97,33.457067,16,3,Modelo 3,Pêssego,Aço Inoxidável,Gasolina,50.0,55.21,71.15,Flint,Premium
52483,47531,95,1,88.21,7.89,81.250231,7,3,Modelo 95,Rosa Choque,Metal,Gasolina,6.91,52.54,60.34,Luminos,Premium
52484,20768,46,3,29.89,17.45,74.022585,12,3,Modelo 46,Azul céu profundo,Aço Inoxidável,Butano,9.4,45.96,59.09,Blaze,Premium
52485,31372,3,2,79.91,2.4,155.98432,16,3,Modelo 3,Pêssego,Aço Inoxidável,Gasolina,50.0,55.21,71.15,Flint,Premium
52486,11480,66,1,33.64,5.31,31.853716,16,5,Modelo 66,Vermelho violeta pálido,Aço Inoxidável,Butano,5.19,41.91,99.61,Flint,Industrial
52487,19473,23,1,87.68,10.31,78.64019200000001,14,1,Modelo 23,Oliva parda,Aço Inoxidável,Butano,10.37,23.16,28.78,Glow,Descartável
52488,44119,60,1,26.84,14.89,22.843524,6,2,Modelo 60,Marrom rosado,Plástico,Butano,34.78,10.13,67.16,Flamme,Recarregável
52489,33484,84,1,90.73,19.19,73.31891300000001,13,3,Modelo 84,Ciano,Aço Inoxidável,Butano,21.12,47.29,82.43,Flicker,Premium
52490,32452,78,1,70.22,7.86,64.70070799999999,19,2,Modelo 78,Mostarda,Metal,Gasolina,40.39,12.04,94.83,Burner,Recarregável
52491,18098,54,1,82.97,14.26,71.13847799999999,12,5,Modelo 54,Azul furtivo,Aço Inoxidável,Butano,9.93,82.09,87.58,Blaze,Industrial
52492,31329,45,1,70.15,7.03,65.218455,5,4,Modelo 45,Azul escuro,Aço Inoxidável,Butano,14.88,95.2,9.22,Djeep,Decorativo
52493,21088,56,1,67.1,13.03,58.35687,13,4,Modelo 56,Verde mar escuro,Aço Inoxidável,Gasolina,20.89,27.78,99.73,Flicker,Decorativo
52494,9275,17,1,63.83,16.12,53.540604,15,3,Modelo 17,Verde amarelado,Metal,Butano,47.84,36.58,24.48,Ember,Premium
52495,46022,3,2,77.6,6.47,145.15856,16,3,Modelo 3,Pêssego,Aço Inoxidável,Gasolina,50.0,55.21,71.15,Flint,Premium
52496,456,43,1,18.74,14.48,16.026448,5,1,Modelo 43,Esmeralda,Plástico,Butano,8.98,57.6,74.69,Djeep,Descartável
52497,32146,87,2,75.34,18.79,122.367228,18,1,Modelo 87,Açafrão,Aço Inoxidável,Butano,23.51,45.38,30.83,LightUp,Descartável
52498,19682,22,1,28.3,16.09,23.74653,19,4,Modelo 22,Pardo escuro,Plástico,Butano,26.48,41.3,38.75,Burner,Decorativo
52499,20211,55,2,98.79,3.48,190.70421600000003,5,3,Modelo 55,Marrom,Aço Inoxidável,Butano,38.68,31.76,97.08,Djeep,Premium
52500,20691,90,1,98.89,20.0,79.11200000000001,1,2,Modelo 90,Verde lima,Aço Inoxidável,Gasolina,35.29,87.1,93.78,Bic,Recarregável
52501,3549,5,1,12.39,5.14,11.753154,7,1,Modelo 5,Verde Paris,Metal,Butano,16.62,72.0,42.48,Luminos,Descartável
52502,9373,95,4,54.6,15.13,185.35608,7,3,Modelo 95,Rosa Choque,Metal,Gasolina,6.91,52.54,60.34,Luminos,Premium
52503,10990,96,1,96.77,6.68,90.305764,3,3,Modelo 96,Amarelo escuro,Aço Inoxidável,Butano,16.72,16.69,26.71,Clipper,Premium
52504,34026,48,2,52.18,11.57,92.285548,14,3,Modelo 48,Cereja,Metal,Butano,8.36,44.12,15.98,Glow,Premium
52505,33246,9,2,69.86,19.55,112.40474,15,4,Modelo 9,Água-marinha,Plástico,Butano,20.09,75.61,60.95,Ember,Decorativo
52506,38941,70,2,87.57,18.19,143.282034,1,3,Modelo 70,Malva,Aço Inoxidável,Butano,34.3,60.32,89.06,Bic,Premium
52507,20734,27,1,41.8,3.58,40.30356,17,2,Modelo 27,Jambo,Plástico,Gasolina,30.17,42.56,86.04,Scorch,Recarregável
52508,45110,29,1,24.76,14.72,21.115328,16,1,Modelo 29,Mamão batido,Metal,Butano,14.99,62.11,89.01,Flint,Descartável
52509,47122,24,2,25.53,8.29,46.82712600000001,2,5,Modelo 24,Jasmine,Metal,Gasolina,21.62,16.16,8.5,Zippo,Industrial
52510,42913,76,1,72.95,11.79,64.34919500000001,7,1,Modelo 76,Ciano escuro,Aço Inoxidável,Butano,45.79,31.54,57.85,Luminos,Descartável
52511,17113,9,2,70.83,15.83,119.235222,15,4,Modelo 9,Água-marinha,Plástico,Butano,20.09,75.61,60.95,Ember,Decorativo
52512,44399,21,2,50.86,7.04,94.558912,3,2,Modelo 21,Brasil,Plástico,Gasolina,31.5,47.74,12.0,Clipper,Recarregável
52513,6592,83,1,71.44,7.15,66.33203999999999,7,4,Modelo 83,Glitter,Aço Inoxidável,Butano,49.93,48.53,28.84,Luminos,Decorativo
52514,15056,56,2,49.39,17.16,81.829352,13,4,Modelo 56,Verde mar escuro,Aço Inoxidável,Gasolina,20.89,27.78,99.73,Flicker,Decorativo
52515,15519,26,2,26.24,16.17,43.993984,5,4,Modelo 26,Coral claro,Aço Inoxidável,Gasolina,47.81,51.28,99.84,Djeep,Decorativo
52516,43450,18,2,15.71,18.19,25.704702000000005,8,1,Modelo 18,Verde-azulado,Aço Inoxidável,Gasolina,45.7,94.4,5.91,Spark,Descartável
52517,49721,33,2,6.69,16.67,11.149554,11,2,Modelo 33,Vermelho violeta médio,Plástico,Butano,5.26,56.84,25.59,Ignite,Recarregável
52518,47274,47,3,34.53,2.39,101.114199,4,3,Modelo 47,Salmão escuro,Aço Inoxidável,Butano,26.51,60.01,76.44,Cricket,Premium
52519,4609,66,1,60.36,2.23,59.013972,16,5,Modelo 66,Vermelho violeta pálido,Aço Inoxidável,Butano,5.19,41.91,99.61,Flint,Industrial
52520,26063,48,2,56.69,18.14,92.812868,14,3,Modelo 48,Cereja,Metal,Butano,8.36,44.12,15.98,Glow,Premium
52521,24443,46,5,30.92,8.92,140.80968000000004,12,3,Modelo 46,Azul céu profundo,Aço Inoxidável,Butano,9.4,45.96,59.09,Blaze,Premium
52522,7647,74,1,28.44,12.56,24.867936,11,3,Modelo 74,Rosa profundo,Aço Inoxidável,Gasolina,39.65,21.48,68.97,Ignite,Premium
52523,18359,33,2,7.06,15.21,11.972347999999998,11,2,Modelo 33,Vermelho violeta médio,Plástico,Butano,5.26,56.84,25.59,Ignite,Recarregável
52524,44019,82,1,40.0,1.09,39.564,6,1,Modelo 82,Azul violeta,Metal,Butano,7.47,98.7,21.22,Flamme,Descartável
52525,3256,2,1,47.45,17.32,39.23166,14,4,Modelo 2,Sépia,Aço Inoxidável,Butano,48.33,65.65,75.89,Glow,Decorativo
52526,22250,21,2,15.27,13.23,26.499558,3,2,Modelo 21,Brasil,Plástico,Gasolina,31.5,47.74,12.0,Clipper,Recarregável
52527,46608,26,2,69.83,7.78,128.794452,5,4,Modelo 26,Coral claro,Aço Inoxidável,Gasolina,47.81,51.28,99.84,Djeep,Decorativo
52528,3705,61,1,85.32,4.91,81.130788,11,4,Modelo 61,Ciano escuro,Plástico,Butano,43.82,59.9,35.72,Ignite,Decorativo
52529,33570,62,1,41.73,12.22,36.630594,12,3,Modelo 62,Neve,Aço Inoxidável,Butano,19.55,51.59,93.57,Blaze,Premium
52530,10710,74,1,60.19,17.59,49.602579,11,3,Modelo 74,Rosa profundo,Aço Inoxidável,Gasolina,39.65,21.48,68.97,Ignite,Premium
52531,13837,48,1,18.47,6.02,17.358106,14,3,Modelo 48,Cereja,Metal,Butano,8.36,44.12,15.98,Glow,Premium
52532,26084,26,1,80.87,7.76,74.594488,5,4,Modelo 26,Coral claro,Aço Inoxidável,Gasolina,47.81,51.28,99.84,Djeep,Decorativo
52533,22469,84,1,7.21,16.08,6.050632,13,3,Modelo 84,Ciano,Aço Inoxidável,Butano,21.12,47.29,82.43,Flicker,Premium
52534,22957,17,2,40.24,3.36,77.775872,15,3,Modelo 17,Verde amarelado,Metal,Butano,47.84,36.58,24.48,Ember,Premium
52535,4994,66,1,38.32,13.27,33.234936,16,5,Modelo 66,Vermelho violeta pálido,Aço Inoxidável,Butano,5.19,41.91,99.61,Flint,Industrial
52536,41003,81,2,63.26,17.45,104.44226,15,2,Modelo 81,Azul cadete,Plástico,Butano,26.95,32.48,18.05,Ember,Recarregável
52537,48028,24,1,37.02,11.04,32.932992,2,5,Modelo 24,Jasmine,Metal,Gasolina,21.62,16.16,8.5,Zippo,Industrial
52538,9858,75,1,63.12,8.98,57.451824,20,2,Modelo 75,Azul cobalto,Plástico,Butano,47.16,97.28,12.52,Fireside,Recarregável
52539,22161,27,1,29.93,2.3,29.24161,17,2,Modelo 27,Jambo,Plástico,Gasolina,30.17,42.56,86.04,Scorch,Recarregável
52540,34077,39,3,55.3,7.95,152.71094999999997,9,5,Modelo 39,Prata,Metal,Gasolina,16.82,40.85,49.79,Firebird,Industrial
52541,25722,44,1,48.07,16.79,39.999047,6,5,Modelo 44,Milho Claro,Aço Inoxidável,Butano,38.34,61.79,92.2,Flamme,Industrial
52542,261,22,1,69.16,11.63,61.11669199999999,19,4,Modelo 22,Pardo escuro,Plástico,Butano,26.48,41.3,38.75,Burner,Decorativo
52543,10150,78,2,98.99,0.96,196.079392,19,2,Modelo 78,Mostarda,Metal,Gasolina,40.39,12.04,94.83,Burner,Recarregável
52544,32542,47,3,31.93,13.32,83.030772,4,3,Modelo 47,Salmão escuro,Aço Inoxidável,Butano,26.51,60.01,76.44,Cricket,Premium
52545,41750,65,5,83.25,11.52,368.298,18,2,Modelo 65,Renda antiga,Aço Inoxidável,Butano,9.95,21.34,48.18,LightUp,Recarregável
52546,39141,37,3,38.16,3.94,109.969488,15,1,Modelo 37,Malva,Plástico,Butano,35.05,25.09,59.21,Ember,Descartável
52547,26764,51,1,9.14,12.93,7.958198,1,5,Modelo 51,Amarelo queimado,Metal,Gasolina,16.55,80.54,84.17,Bic,Industrial
52548,21156,89,3,71.31,11.83,188.622081,16,3,Modelo 89,Verde-azulado,Plástico,Butano,15.67,51.86,5.77,Flint,Premium
52549,11769,39,2,77.61,13.33,134.529174,9,5,Modelo 39,Prata,Metal,Gasolina,16.82,40.85,49.79,Firebird,Industrial
52550,43863,38,5,66.27,8.95,301.694175,20,3,Modelo 38,Escarlate,Aço Inoxidável,Butano,38.52,50.16,53.49,Fireside,Premium
52551,49377,79,4,81.52,19.36,262.950912,13,3,Modelo 79,Rosa amoroso,Metal,Butano,18.18,59.53,17.58,Flicker,Premium
52552,26892,92,1,15.56,17.71,12.804324,19,2,Modelo 92,Turquesa,Metal,Butano,49.07,64.7,44.21,Burner,Recarregável
52553,5368,73,2,21.61,19.04,34.990912,18,3,Modelo 73,Vermelho enegrecido,Plástico,Butano,16.38,79.45,10.21,LightUp,Premium
52554,23068,2,1,95.03,11.6,84.00652,14,4,Modelo 2,Sépia,Aço Inoxidável,Butano,48.33,65.65,75.89,Glow,Decorativo
52555,16358,83,1,58.21,14.53,49.752087,7,4,Modelo 83,Glitter,Aço Inoxidável,Butano,49.93,48.53,28.84,Luminos,Decorativo
52556,8891,81,2,72.22,1.41,142.403396,15,2,Modelo 81,Azul cadete,Plástico,Butano,26.95,32.48,18.05,Ember,Recarregável
52557,33789,23,3,47.48,15.97,119.692332,14,1,Modelo 23,Oliva parda,Aço Inoxidável,Butano,10.37,23.16,28.78,Glow,Descartável
52558,12102,2,1,36.74,15.67,30.982842,14,4,Modelo 2,Sépia,Aço Inoxidável,Butano,48.33,65.65,75.89,Glow,Decorativo
52559,48216,13,2,32.55,16.66,54.25434,16,5,Modelo 13,Rosa embaçado,Metal,Butano,31.89,39.33,24.03,Flint,Industrial
52560,29886,42,3,72.93,12.66,191.091186,6,3,Modelo 42,Coral claro,Metal,Butano,27.38,99.36,60.67,Flamme,Premium
52561,8994,52,2,89.11,11.76,157.261328,5,4,Modelo 52,Violeta escuro,Metal,Butano,48.4,98.68,67.89,Djeep,Decorativo
52562,19481,71,2,23.65,9.21,42.94367,12,2,Modelo 71,Amêndoa,Plástico,Butano,49.64,45.83,60.53,Blaze,Recarregável
52563,22466,75,1,22.33,15.72,18.819724,20,2,Modelo 75,Azul cobalto,Plástico,Butano,47.16,97.28,12.52,Fireside,Recarregável
52564,20943,44,1,17.68,15.51,14.937832,6,5,Modelo 44,Milho Claro,Aço Inoxidável,Butano,38.34,61.79,92.2,Flamme,Industrial
52565,32530,80,2,31.39,16.32,52.534304,14,2,Modelo 80,Verde espectro,Plástico,Outro,8.76,44.37,5.9,Glow,Recarregável
52566,12763,17,4,33.13,14.76,112.960048,15,3,Modelo 17,Verde amarelado,Metal,Butano,47.84,36.58,24.48,Ember,Premium
52567,3220,82,1,23.61,8.72,21.551208,6,1,Modelo 82,Azul violeta,Metal,Butano,7.47,98.7,21.22,Flamme,Descartável
52568,23239,7,1,59.69,2.03,58.478293,4,5,Modelo 7,Verde espectro,Aço Inoxidável,Outro,16.41,67.89,14.69,Cricket,Industrial
52569,25463,62,1,72.94,3.96,70.051576,12,3,Modelo 62,Neve,Aço Inoxidável,Butano,19.55,51.59,93.57,Blaze,Premium
52570,429,6,1,34.8,9.96,31.33392,19,5,Modelo 6,Verde fluorescente,Aço Inoxidável,Butano,15.4,35.2,18.04,Burner,Industrial
52571,25787,36,2,13.78,7.17,25.583948,3,5,Modelo 36,Linho,Aço Inoxidável,Butano,49.21,50.65,17.92,Clipper,Industrial
52572,26598,70,1,31.65,6.87,29.475645,1,3,Modelo 70,Malva,Aço Inoxidável,Butano,34.3,60.32,89.06,Bic,Premium
