IsqueiroUsuarioID,UsuarioID,ItemCompraID,NumeroSerie,Apelido,DataCompra,DataPrimeiroUso,StatusAtual,LocalAtual,DataUltimaLocalizacao,CombustivelAtual,DataCriacao,DataAtualizacao
51810,5808,36840,5948528251601,minima,2023-08-28 16:28:58.809729,2025-06-21 15:13:35.552839,Em Uso,"Praia Araújo, 38
Lagoa
91502-682 Novais do Campo / MA",2025-06-13 06:49:44.185004,40.34,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51811,8697,28844,5021446588124,voluptas,2024-10-26 07:44:51.870351,2023-10-21 20:08:07.441402,Perdido,"Vereda Monteiro, 96
Alípio De Melo
40470-734 Almeida do Sul / PR",2024-09-30 16:02:18.116477,2.74,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51812,8970,12181,5471118313705,ullam,2023-09-09 20:14:02.001859,2024-03-03 11:30:18.424262,Novo,"Alameda Augusto Leão, 746
Jardim Dos Comerciarios
74552447 Caldeira de Sá / AM",2024-09-09 20:42:43.329214,13.44,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51813,321,13553,7727980880769,ex,2024-01-09 02:14:13.392374,2024-07-09 09:57:27.362710,Em Uso,"Colônia da Mata, 890
Jardinópolis
04307687 Pinto / ES",2025-04-24 21:10:45.906177,41.22,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51814,2849,24509,9577115352856,blanditiis,2025-03-27 18:55:36.047344,2025-07-20 03:18:48.152041,Perdido,"Setor de Martins, 549
Álvaro Camargos
49117964 Sousa do Amparo / SE",2025-03-15 20:34:43.815795,41.95,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51815,8127,58171,9437344807070,in,2025-06-08 06:10:06.373469,2025-05-14 00:03:03.559643,Em Uso,"Lagoa Câmara, 92
Grota
49882703 Teixeira / AL",2025-04-04 05:58:22.571275,31.05,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51816,6847,17695,6229542294812,placeat,2023-12-01 12:11:15.666092,2025-03-06 10:46:08.039695,Em Uso,"Pátio de Aragão, 60
Vila Aeroporto Jaraguá
67413-652 Correia de da Rocha / PE",2024-08-20 21:55:35.035179,6.84,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51817,280,26163,8804044322027,perspiciatis,2024-06-16 00:42:36.104303,2024-01-13 15:11:59.304838,Em Uso,"Rua de da Costa, 39
Cardoso
27549-347 Fernandes do Norte / BA",2025-03-03 11:35:10.996310,36.89,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51818,7437,58478,6786655255036,expedita,2024-01-25 03:40:24.296498,2024-01-17 23:43:57.644175,Perdido,"Residencial de Viana, 12
Santa Sofia
07822587 Moraes / CE",2024-10-22 08:39:31.979311,28.62,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51819,1814,28238,2917479648559,provident,2023-09-09 11:47:30.541446,2025-03-18 08:19:31.558710,Em Uso,"Alameda de Casa Grande, 63
Lagoa
44348-735 Pereira / RJ",2025-07-12 16:28:49.866227,44.19,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51820,6284,9647,2921612396139,quae,2024-09-22 16:26:52.114145,2025-06-17 05:53:01.917173,Perdido,"Passarela de Santos, 9
Pirineus
40584488 Viana da Prata / SC",2025-06-12 23:01:17.019452,0.18,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51821,4913,19362,9745769287972,fuga,2023-08-19 04:35:52.429531,2023-11-01 00:38:16.957637,Em Uso,"Via Arthur Rocha
Lajedo
76351372 Barros / GO",2025-07-10 17:11:44.753959,40.97,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51822,1949,51205,9874195243884,tempora,2024-06-24 09:38:01.151469,2025-07-14 20:12:41.418334,Em Uso,"Pátio de Teixeira
Jaraguá
69020480 Mendes dos Dourados / AM",2024-10-11 08:55:55.678195,32.86,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51823,5572,37257,6964964497310,reprehenderit,2024-10-13 02:15:48.501294,2024-12-25 21:18:25.758475,Em Uso,"Feira Gael Cardoso, 425
Bernadete
03158-170 Fernandes / SE",2025-03-26 17:25:17.300604,0.77,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51824,3722,4613,6594002892250,maiores,2023-10-23 03:49:41.528693,2024-07-19 03:12:24.513159,Em Uso,"Travessa Brito, 19
Chácara Leonina
23098-792 Macedo / TO",2025-05-08 01:50:33.415891,41.6,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51825,9216,46651,6659822107219,neque,2025-03-23 21:12:12.158043,2025-05-30 00:45:45.220106,Novo,"Recanto de Dias, 8
Caetano Furquim
33138407 Silveira / ES",2025-02-04 05:15:05.833487,30.71,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51826,26,46323,8937016423535,adipisci,2024-08-23 12:44:32.711363,2024-10-26 07:16:42.840869,Em Uso,"Praia Cunha, 511
Jardim Guanabara
24179-205 Aparecida / DF",2025-01-11 21:31:21.430882,37.35,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51827,6993,48392,5377646466961,aut,2023-08-08 12:37:27.440775,2023-09-21 19:30:51.660456,Perdido,"Conjunto Lima, 38
Cabana Do Pai Tomás
88799-509 Pereira / ES",2025-01-09 20:07:49.867696,34.27,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51828,8525,49243,4013416093371,maiores,2024-01-19 06:09:53.250699,2024-03-13 20:14:14.471741,Novo,"Praça de Moreira, 90
Vila Nossa Senhora Do Rosário
96524-036 Araújo / AP",2024-10-14 00:08:45.202464,26.38,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51829,8219,50136,8738328535332,libero,2024-09-18 19:43:55.367024,2024-11-28 18:25:56.991978,Novo,"Praia de Câmara, 23
Aguas Claras
53243001 Sampaio / PB",2024-10-16 20:19:45.303066,12.16,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51830,310,47334,9551005387920,neque,2024-12-13 04:19:09.369803,2025-03-13 03:03:24.612293,Em Uso,"Recanto Alves, 25
Vila Da Ária
96395-733 Novaes do Sul / MS",2025-04-18 00:08:26.070726,22.77,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51831,5415,9611,2398004454294,animi,2025-06-14 17:51:27.395033,2024-07-01 14:56:57.386845,Em Uso,"Aeroporto Almeida, 54
Urca
93565761 Marques Verde / DF",2024-08-30 00:04:07.844325,32.13,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51832,4877,33818,9406567252202,earum,2025-02-05 00:29:46.463677,2024-10-19 13:01:59.551525,Em Uso,"Recanto Sousa, 94
Buritis
35189-315 Ribeiro das Pedras / RJ",2025-04-23 18:30:03.063551,17.72,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51833,3696,26957,4247188169402,culpa,2024-09-18 17:13:20.676942,2024-01-29 06:12:53.667711,Descartado,"Núcleo Marques, 5
Unidas
87030734 Farias / CE",2025-03-13 02:36:00.889074,1.54,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51834,9940,39037,0864491211853,fugit,2024-02-08 09:58:10.043445,2023-12-14 04:35:32.663880,Novo,"Avenida de Farias, 956
Alta Tensão 2ª Seção
49254511 Cavalcanti Verde / GO",2024-11-23 23:57:22.590569,18.25,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51835,5133,16198,7414537533413,dicta,2023-09-16 00:02:54.189426,2023-10-17 08:35:08.253810,Perdido,"Parque de Campos, 4
Conjunto Novo Dom Bosco
71078-169 Rodrigues de Borges / BA",2024-09-02 13:51:46.094764,7.86,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51836,7363,16009,8859064770693,quibusdam,2024-12-20 05:44:26.047570,2024-06-13 10:51:45.463394,Em Uso,"Morro Albuquerque, 55
Vila Santo Antônio Barroquinha
00154-743 Azevedo de Casa Grande / RJ",2024-10-22 14:25:45.055287,11.64,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51837,2004,53044,5430888094597,labore,2024-10-06 11:04:06.052864,2024-03-14 03:52:16.636395,Em Uso,"Recanto Sá, 3
Delta
81446170 Cirino de Minas / RJ",2024-11-12 08:22:22.004472,36.04,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51838,2606,36526,7812005943861,adipisci,2024-02-13 10:06:07.920108,2025-02-03 19:49:10.924627,Em Uso,"Rodovia Macedo, 311
Heliopolis
75119725 Casa Grande / AM",2025-01-25 16:00:50.951585,13.89,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51839,5893,32150,8261482051986,porro,2023-10-24 04:43:54.194090,2024-01-01 12:08:39.862652,Novo,"Distrito Sabrina Marques, 827
Ribeiro De Abreu
79753754 Caldeira / AM",2024-12-09 11:03:57.040461,1.95,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51840,5334,42411,0952325766447,iure,2024-10-05 00:31:19.592203,2025-03-25 19:42:36.653648,Em Uso,"Estrada Cecília Jesus, 51
Vila Mangueiras
96535-024 Santos / ES",2025-07-11 22:56:49.201740,31.07,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51841,4269,55827,9282893527135,reprehenderit,2025-02-05 22:13:57.244368,2023-12-18 14:53:16.608628,Perdido,"Via Aparecida, 72
Copacabana
21274-319 Nascimento / RO",2024-11-20 11:03:06.984798,14.22,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51842,5958,40424,9785909045253,nesciunt,2024-10-26 09:10:26.099502,2023-12-03 21:29:44.737806,Vazio,"Distrito Allana Pereira, 717
Caetano Furquim
30207929 Rodrigues de da Mata / SP",2024-08-28 13:07:31.162879,35.27,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51843,4437,47905,5044636963273,accusamus,2025-02-09 18:42:28.055677,2024-11-27 17:20:35.886479,Perdido,"Quadra Mathias Ferreira, 24
Gameleira
72362209 Silva / SP",2025-01-27 01:35:59.337374,5.31,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51844,9698,40398,1708193356391,in,2024-04-05 21:26:42.465925,2024-11-25 17:46:00.122450,Em Uso,"Lago Agatha Cardoso, 80
Vila São Geraldo
09608418 Guerra da Prata / SP",2025-01-02 13:01:24.753577,3.58,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51845,4578,44784,6830525577404,odit,2025-05-23 06:40:01.733102,2025-06-03 08:29:15.372136,Em Uso,"Rua Farias, 68
Alto Dos Pinheiros
94567519 da Paz / BA",2025-02-24 17:56:41.909614,29.9,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51846,104,2528,5461052664230,inventore,2023-12-10 13:44:45.516364,2025-03-02 04:54:18.237719,Em Uso,"Rua da Cunha, 85
Nova America
14684-903 Ferreira de Goiás / MS",2025-07-09 07:39:52.936756,7.21,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51847,3602,3473,0836336352366,repellendus,2025-03-04 16:01:53.830583,2024-09-10 18:45:37.817201,Em Uso,"Trecho de Dias, 16
Planalto
37445-169 Moreira da Prata / SC",2025-02-09 22:38:25.590363,6.01,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51848,2342,54019,2497208989974,corrupti,2024-02-13 00:54:29.592198,2024-11-21 12:46:15.816355,Em Uso,"Passarela Montenegro, 62
Vila Nova Cachoeirinha 1ª Seção
76355-859 da Mata Paulista / CE",2025-05-10 00:27:28.569009,26.8,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51849,7908,27918,5533119550623,quisquam,2025-04-13 19:47:02.164755,2025-05-02 17:47:09.703735,Novo,"Chácara de Gomes, 444
Glória
08199883 da Mota de Leão / PB",2025-06-29 00:26:43.845397,36.09,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51850,9967,28748,0797730404849,a,2024-10-12 08:13:54.362916,2024-03-21 11:54:17.915754,Perdido,"Condomínio Matteo Borges, 24
Independência
46304-361 Alves da Serra / ES",2025-03-07 10:13:41.674603,16.39,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51851,3547,46108,7514129329643,placeat,2025-01-20 01:08:32.460632,2024-06-17 15:12:46.927976,Em Uso,"Rodovia de Ferreira, 45
Pindura Saia
91914364 Oliveira / RO",2024-11-02 14:06:44.837809,20.85,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51852,9054,347,2741698626698,deserunt,2024-02-24 16:49:04.179652,2024-05-01 16:19:28.772706,Perdido,"Alameda Sabrina Cavalcanti, 97
Vila Nova Cachoeirinha 3ª Seção
79370-465 Araújo / SP",2024-11-11 13:47:35.541076,8.66,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51853,9078,26591,9617686352043,tempore,2024-05-24 23:19:16.057139,2024-02-01 02:53:53.719743,Novo,"Praia Pietro Cunha
Vila União
08796279 da Cunha / PI",2025-04-17 17:11:22.452027,6.49,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51854,5421,7418,1908363777111,laborum,2024-10-31 15:53:20.363405,2025-04-09 19:44:23.592960,Em Uso,"Área Nogueira, 8
Custodinha
62913070 Machado / PE",2025-05-28 23:17:33.434845,23.62,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51855,815,28039,5494974208497,similique,2024-01-09 02:02:15.492676,2023-10-29 01:47:31.043306,Em Uso,"Residencial Novais, 14
Satelite
84828-259 Sousa / RN",2025-03-21 19:14:11.474287,34.24,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51856,7303,50792,8951358183131,saepe,2025-02-01 08:17:15.542106,2024-09-14 09:04:32.308149,Em Uso,"Colônia Teixeira
Teixeira Dias
85384-143 Pires do Amparo / MT",2025-07-15 18:45:51.974339,45.8,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51857,8634,16042,6195791642264,error,2025-05-29 06:33:41.777602,2024-04-26 18:48:56.506909,Vazio,"Quadra de Abreu, 48
Silveira
83170854 Pimenta Verde / CE",2024-09-08 23:21:07.354187,15.1,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51858,9030,44239,4346946188126,consequatur,2023-08-14 21:11:47.978889,2024-11-25 09:15:26.723567,Em Uso,"Avenida de Silva, 1
Mantiqueira
73663-299 Albuquerque do Oeste / PE",2025-03-04 21:50:52.460785,42.58,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51859,4770,53371,5239002323618,quibusdam,2025-03-08 10:45:13.947820,2024-10-07 16:36:03.232912,Em Uso,"Rua de da Luz, 4
Pousada Santo Antonio
16504242 Gomes / AL",2024-12-11 12:40:02.710552,49.51,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51860,3048,40385,2465233284722,nemo,2024-10-23 14:36:57.344662,2023-08-07 06:56:39.380506,Vazio,"Praia Henry Gabriel Ferreira, 68
São Gabriel
39894158 das Neves / PR",2025-07-11 16:44:16.633888,12.47,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51861,633,6698,6274912558360,asperiores,2025-07-28 13:58:01.709461,2024-11-26 10:36:03.172451,Em Uso,"Esplanada de Teixeira, 75
Miramar
34045221 Camargo / AC",2024-10-04 11:39:33.428212,25.69,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51862,2550,57471,6055962169146,assumenda,2025-01-10 17:06:13.826243,2024-02-07 14:55:44.282153,Novo,"Vereda Isabelly Borges
São Tomaz
07284-560 Câmara dos Dourados / ES",2025-05-14 20:37:41.540500,47.58,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51863,4445,11440,2565836011500,eligendi,2024-10-24 01:42:37.455190,2024-03-10 20:48:41.076868,Em Uso,"Recanto de Alves, 51
Pantanal
49419-260 da Mata de Sousa / RO",2025-02-12 13:47:53.035188,25.45,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51864,7047,51160,5887036374719,nam,2024-06-04 21:57:27.489296,2024-10-13 07:33:08.460010,Em Uso,"Sítio de Costela
Itaipu
97979-490 Costa / SE",2025-03-11 10:42:39.830815,37.48,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51865,7666,13787,0589100758078,id,2025-07-20 22:00:14.035683,2025-02-08 13:28:04.376008,Perdido,"Setor Aragão
Santa Cruz
30089-297 Brito do Galho / DF",2025-02-11 01:20:41.650706,32.76,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51866,7095,16410,9963595333681,impedit,2025-06-21 09:33:30.938657,2025-02-17 03:31:19.539361,Vazio,"Pátio Ramos, 88
Colégio Batista
33892711 Carvalho / MT",2025-02-04 16:10:05.016892,48.41,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51867,1277,9366,6416823757702,doloribus,2025-04-13 05:13:55.449319,2025-02-28 08:40:33.383055,Perdido,"Esplanada de da Rosa, 10
Vila São Rafael
75045614 Lima / CE",2024-10-31 16:02:58.573455,30.46,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51868,9081,6061,4516285541313,rem,2024-01-08 04:39:47.640316,2025-07-17 00:05:55.041711,Em Uso,"Rua Leão, 614
Pindorama
66535320 Sá / RR",2025-05-22 05:26:14.147377,4.23,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51869,7891,35502,3897095623668,officiis,2024-04-22 16:01:18.846449,2024-11-29 20:44:51.951632,Em Uso,"Quadra Cirino
Nossa Senhora Aparecida
00762-385 Albuquerque Paulista / MS",2025-06-20 04:11:15.831060,27.4,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51870,8593,26840,8625528276755,illum,2024-11-17 17:19:58.150239,2024-12-25 07:13:12.331827,Em Uso,"Estação Viana, 18
Vila São Paulo
86694-695 Rios de Goiás / PI",2025-07-12 00:22:23.049607,8.92,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51871,7611,52599,3324226668828,cumque,2023-12-04 16:23:39.780635,2025-07-24 16:12:24.894809,Em Uso,"Alameda de Mendes, 4
Santo Agostinho
28252452 Cardoso / DF",2025-01-09 21:30:52.360116,30.38,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51872,2231,11224,6927894350377,nulla,2025-07-20 08:16:05.828026,2023-09-11 07:58:12.126502,Em Uso,"Pátio de Leão
Jardinópolis
04553-172 Teixeira / SE",2025-01-02 02:33:15.277735,2.61,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51873,703,49063,2361073915249,accusamus,2025-03-05 14:55:53.480055,2024-02-29 21:08:55.333502,Novo,"Quadra Guerra, 99
São Francisco
32375131 Dias de Rocha / TO",2024-10-10 20:47:54.717012,0.9,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51874,8881,52217,6212413637528,consequatur,2025-02-12 08:01:42.583008,2024-09-08 23:25:59.522233,Em Uso,"Praia de Azevedo, 20
Caiçara - Adelaide
03381-637 da Mata / TO",2024-11-01 18:01:03.481328,2.31,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51875,2918,34745,1297112200841,necessitatibus,2025-02-15 05:01:16.204978,2024-04-04 00:06:06.792689,Em Uso,"Trevo Arthur Gabriel Câmara
Ouro Minas
80076921 Rios de Minas / MS",2025-05-13 22:02:57.910120,35.62,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51876,7884,25337,5690762943636,aliquid,2024-11-20 08:02:21.591394,2024-06-07 04:19:46.180310,Quebrado,"Praia Moura, 391
Santo Agostinho
01981353 Guerra / CE",2025-06-10 13:45:02.943071,42.48,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51877,3148,18621,5390295664380,iusto,2025-05-27 14:08:22.952594,2024-10-08 07:15:12.929626,Em Uso,"Colônia Henrique Pimenta, 56
Vila Ipiranga
28007950 Porto / SE",2025-02-07 23:27:11.270592,2.85,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51878,4500,23115,4248399528866,ducimus,2023-10-01 17:03:24.737451,2025-07-19 10:03:09.827721,Em Uso,"Área Nathan Oliveira, 22
São Vicente
98124-208 Peixoto das Flores / PR",2025-06-07 01:57:36.000574,5.7,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51879,2532,33619,3265740333383,impedit,2025-03-29 20:30:33.182133,2024-04-23 19:09:22.837819,Descartado,"Fazenda Ferreira, 2
Betânia
98669585 Cardoso de Leão / CE",2024-08-14 18:48:00.276127,49.35,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51880,9981,43388,7035216932015,iste,2024-02-17 07:21:49.567832,2024-11-29 07:58:44.292616,Em Uso,"Campo Matheus Aparecida, 840
Sagrada Família
59568-960 Jesus de Fogaça / RS",2024-12-07 05:10:02.757540,15.14,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51881,3910,19347,5634263647679,quaerat,2024-06-08 14:04:21.713174,2025-01-24 08:11:19.979961,Em Uso,"Viaduto de Porto, 22
Santa Rosa
61760901 Ramos / AP",2025-03-18 11:57:53.412825,18.75,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51882,6560,32298,6329590417604,unde,2024-01-17 03:30:00.749781,2025-04-04 02:35:48.093196,Em Uso,"Morro Breno Gomes
Suzana
65214-837 Barros / SC",2025-03-20 04:53:10.111037,14.97,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51883,4072,10116,7030154673624,tenetur,2025-01-27 19:42:38.374009,2025-05-24 21:59:26.067861,Perdido,"Trecho de Rezende, 2
Barão Homem De Melo 3ª Seção
56595405 Costa Verde / RS",2025-07-28 19:15:27.819386,23.88,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51884,7233,41537,1718275273362,expedita,2024-11-12 17:29:57.688165,2025-05-25 21:27:41.909917,Em Uso,"Rodovia de Moreira, 31
Cidade Jardim Taquaril
35890-275 Gonçalves da Mata / RS",2024-11-18 01:17:24.838887,14.2,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51885,62,12545,3168480823124,doloribus,2023-12-05 02:08:23.844090,2024-11-10 12:08:27.168916,Em Uso,"Recanto Alexandre Cunha, 8
Universitário
11341-843 Santos de Minas / TO",2025-04-02 12:29:41.466365,22.5,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51886,6856,41814,2136653644099,ducimus,2024-10-22 12:26:52.440569,2025-04-17 13:08:26.520852,Em Uso,"Feira Davi Lucas Sales, 20
Apolonia
10010327 Lopes / PI",2025-03-09 03:14:05.682582,8.11,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51887,7068,40505,2399208197918,dicta,2025-01-30 01:27:25.072292,2024-10-27 10:20:58.989688,Perdido,"Ladeira de Monteiro, 24
Floresta
44401-590 Araújo / RN",2024-08-21 06:45:06.146024,34.22,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51888,1262,56555,3808693804137,rerum,2025-03-11 07:53:37.937774,2025-02-01 05:21:33.163144,Em Uso,"Esplanada Santos, 358
Funcionários
18479-876 da Rosa do Sul / RJ",2025-01-18 14:05:45.039096,7.6,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51889,1613,41440,3392210260747,quasi,2025-05-07 18:04:42.607706,2024-03-28 13:55:10.691570,Novo,"Via Ágatha Leão, 74
Mala E Cuia
56088-265 Aragão / RS",2024-08-16 23:02:14.433401,19.58,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51890,4323,49215,8930355942248,minima,2024-08-24 06:44:33.966271,2023-09-29 05:54:40.853621,Em Uso,"Parque Caleb Oliveira, 58
Tupi A
52126-014 Marques / PE",2025-07-03 08:20:16.834373,48.76,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51891,6202,58971,4693325350729,voluptate,2024-04-03 21:26:22.468898,2025-05-31 09:59:12.713223,Em Uso,"Lagoa de Cassiano, 1
São José
09672078 Gomes de Goiás / SC",2025-05-16 13:25:12.266281,25.18,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51892,17,49026,4876109612422,nam,2025-01-27 23:58:32.003078,2024-08-26 22:06:19.653922,Em Uso,"Rodovia Luara Montenegro, 22
Jaraguá
77517996 Pimenta de Rios / PB",2024-12-16 15:34:53.921379,39.55,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51893,4870,37460,0475509899965,maxime,2023-12-30 01:17:08.909795,2025-04-08 06:51:22.811593,Perdido,"Estação Liam Siqueira, 9
Vila Atila De Paiva
93178293 Correia / DF",2024-09-05 12:17:56.127982,11.14,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51894,4871,53188,2044129306597,consectetur,2024-05-13 12:58:11.579821,2024-07-12 03:43:13.377771,Perdido,"Travessa Apollo da Mata, 98
Vila Tirol
97940-980 Ferreira Alegre / PA",2025-07-19 08:18:09.656183,21.82,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51895,4928,21984,0391206143593,nihil,2024-07-29 12:35:43.702999,2025-04-03 08:28:49.661060,Em Uso,"Lago Sousa
Engenho Nogueira
93191-264 Aparecida / PB",2024-08-24 13:45:44.993952,39.62,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51896,224,54466,9696708280526,totam,2024-11-23 17:40:19.446341,2024-03-12 22:35:05.595836,Novo,"Lagoa Mariah Borges, 50
Maria Goretti
23318-331 Sampaio / BA",2025-02-01 17:07:10.480904,13.33,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51897,5050,32960,8993290333724,ea,2025-04-01 10:17:28.984320,2024-02-06 19:58:40.498954,Quebrado,"Avenida Julia Viana, 939
Calafate
50963824 da Costa / MG",2024-12-28 08:18:26.497051,34.18,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51898,5521,40247,9989296986193,consequatur,2023-10-24 21:37:09.808798,2025-04-01 20:09:46.902256,Novo,"Trecho Maria Vitória Pires, 63
Santa Helena
07147627 Dias / AP",2025-02-08 12:29:32.295565,21.56,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51899,9456,820,1584498994601,temporibus,2023-08-17 18:52:42.061424,2025-03-05 19:08:42.689052,Novo,"Vereda Sampaio, 70
Santa Rita De Cássia
27221-811 Melo do Amparo / RR",2024-12-24 03:57:50.203687,35.9,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51900,8714,56862,1118429247933,fugiat,2024-05-17 14:35:41.351229,2024-03-02 00:00:40.383587,Em Uso,"Avenida de Machado, 753
Monte Azul
50005147 Freitas / RO",2025-02-09 07:26:16.268409,1.56,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51901,2045,23918,4696335700713,accusantium,2024-08-07 00:38:59.820850,2023-11-09 03:19:06.554234,Novo,"Condomínio de Pastor, 28
Estoril
33339781 Azevedo da Praia / SC",2025-04-20 07:12:14.976155,17.74,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51902,8590,25903,1239953677109,recusandae,2024-01-29 03:25:45.779048,2024-11-04 09:30:23.581115,Descartado,"Campo Pietro Vasconcelos
Boa Viagem
13699224 Costela do Amparo / GO",2024-08-23 23:58:27.658738,43.28,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51903,3417,22934,9017326834364,deserunt,2023-11-22 09:03:53.350089,2024-06-26 17:05:54.206546,Em Uso,"Recanto de Santos, 88
São Tomaz
85873749 da Costa da Mata / DF",2025-06-04 20:45:04.375534,44.38,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
51904,24,21309,9083879750093,velit,2023-11-20 21:57:04.897762,2024-08-31 21:47:17.318831,Em Uso,"Trecho Gonçalves
Vila Aeroporto Jaraguá
53382007 Rezende Paulista / DF",2024-09-14 22:44:20.574653,19.42,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
