ManutencaoID,IsqueiroUsuarioID,TipoManutencao,DataManutencao,Custo,EstabelecimentoID,Observacoes,DataCriacao
3834,26124,Limpeza,2024-03-26 15:02:58.857335,6.63,252,Libero temporibus eveniet placeat. Illo accusamus consectetur totam non ab.,2025-07-29 19:52:10.326811
3835,50934,Recarga,2024-01-28 18:42:43.337250,18.14,450,Fugiat quia quod sint earum sit sequi quam. Placeat eius in a iure.,2025-07-29 19:52:10.326811
3836,19877,Recarga,2024-10-11 00:02:15.670004,2.01,844,Quis tempore at molestias est. Quisquam corrupti cumque soluta illo tempore rerum nihil.,2025-07-29 19:52:10.326811
3837,25432,Limpeza,2023-09-19 20:25:49.346824,7.76,875,Possimus dignissimos vel esse earum error ullam. Molestiae expedita quis. Atque neque illo.,2025-07-29 19:52:10.326811
3838,58631,Troca Pedra,2024-08-18 05:49:35.457938,11.74,498,Quaerat optio laboriosam porro. Ea aliquid vel cum.,2025-07-29 19:52:10.326811
3839,52881,Recarga,2023-10-03 12:17:41.624365,18.08,51,Illo praesentium perspiciatis dolor quas impedit. Optio iure asperiores placeat debitis.,2025-07-29 19:52:10.326811
3840,4497,Reparo,2025-03-19 19:35:07.202270,17.05,858,Vitae aliquam provident voluptas. Eos temporibus doloribus facere deleniti ratione.,2025-07-29 19:52:10.326811
3841,18034,Recarga,2024-10-11 16:38:53.767993,9.92,277,Voluptate fugiat nisi eos impedit.,2025-07-29 19:52:10.326811
3842,28198,Reparo,2023-11-30 20:51:44.249388,20.11,415,Aliquid dignissimos ipsam ducimus repudiandae. Fugit accusamus ea. Omnis eos nemo.,2025-07-29 19:52:10.326811
3843,14649,Reparo,2025-05-15 22:31:23.913346,10.88,205,Culpa nemo aspernatur ullam ut. Nam doloremque quidem corrupti.,2025-07-29 19:52:10.326811
3844,9900,Recarga,2024-07-28 14:05:39.947592,9.24,105,Quaerat fugiat tempore voluptatum fugiat. Molestias distinctio itaque est voluptas.,2025-07-29 19:52:10.326811
3845,49083,Recarga,2024-09-28 12:13:41.077055,19.91,461,Dignissimos architecto in quis ab fugit. Fuga reprehenderit ea atque.,2025-07-29 19:52:10.326811
3846,570,Limpeza,2025-05-10 14:08:55.305465,3.54,402,Laborum illo sit debitis. Rem tempore itaque sint quidem. Quis rerum modi itaque.,2025-07-29 19:52:10.326811
3847,51886,Recarga,2024-08-30 06:04:24.461445,20.53,900,Sint sint iure molestiae. Laudantium quia repellat consequatur voluptate nihil necessitatibus.,2025-07-29 19:52:10.326811
3848,7433,Recarga,2023-12-30 17:27:10.042233,2.7,473,Beatae a libero recusandae dolores. At cumque velit odio. Excepturi soluta fugiat labore expedita.,2025-07-29 19:52:10.326811
3849,46714,Troca Pedra,2025-01-26 17:56:17.306403,14.82,265,Est nulla rem placeat. Culpa natus optio sint corrupti optio blanditiis.,2025-07-29 19:52:10.326811
3850,33646,Recarga,2025-04-13 19:11:58.637748,8.53,483,Non perferendis sequi. Asperiores eius eaque. Consequatur ipsum deleniti quia.,2025-07-29 19:52:10.326811
3851,10518,Troca Pedra,2023-09-17 21:15:30.433116,16.16,113,Autem incidunt placeat eum id ipsa earum accusamus. Sequi quisquam vero eum expedita a.,2025-07-29 19:52:10.326811
3852,50587,Recarga,2025-04-03 21:34:53.031556,9.28,925,Excepturi ab id ab saepe. In consectetur iure. Animi autem ipsa ipsa ut id alias.,2025-07-29 19:52:10.326811
3853,42573,Recarga,2024-09-24 06:26:06.859460,10.83,973,Vero omnis repudiandae autem.,2025-07-29 19:52:10.326811
3854,58664,Recarga,2025-01-05 10:57:37.376750,10.58,892,Velit earum inventore soluta aut.,2025-07-29 19:52:10.326811
3855,46058,Recarga,2024-07-18 04:43:26.414729,18.81,511,Consequuntur perferendis ullam. Quisquam quo voluptatibus cumque.,2025-07-29 19:52:10.326811
3856,19233,Recarga,2025-06-09 01:58:23.577948,14.13,622,Fuga explicabo est. Sint libero expedita sapiente sit perferendis architecto.,2025-07-29 19:52:10.326811
3857,6684,Recarga,2024-05-23 07:28:28.739268,16.71,896,Atque hic iste suscipit. Nemo architecto dolores cupiditate odio. Atque dolore dicta accusantium.,2025-07-29 19:52:10.326811
3858,39686,Recarga,2024-09-09 10:00:28.372855,8.58,228,Placeat alias deserunt nemo. Labore possimus eveniet nobis temporibus.,2025-07-29 19:52:10.326811
3859,21119,Limpeza,2024-06-22 03:02:36.615504,9.64,814,Veniam doloremque error doloremque dolorum. Voluptatem vitae distinctio qui magni.,2025-07-29 19:52:10.326811
3860,48169,Troca Pedra,2024-08-08 15:51:00.498062,10.72,546,Ratione voluptas quia vitae. Illum labore unde a praesentium officia.,2025-07-29 19:52:10.326811
3861,57994,Limpeza,2024-11-28 19:08:03.423775,1.69,108,Eaque debitis modi. Distinctio voluptas in quos eveniet nostrum hic.,2025-07-29 19:52:10.326811
3862,12554,Recarga,2023-08-26 15:32:31.067391,12.83,735,Ut sapiente nemo voluptatibus atque. Quis rerum dolores aperiam dicta.,2025-07-29 19:52:10.326811
3863,33123,Recarga,2024-07-23 19:02:18.099629,17.65,951,Exercitationem commodi quidem voluptatem ea error praesentium.,2025-07-29 19:52:10.326811
3864,16999,Recarga,2024-07-16 07:56:25.111508,18.83,39,Aspernatur quisquam soluta culpa deleniti. Nam ipsum voluptas. Doloremque debitis nemo possimus.,2025-07-29 19:52:10.326811
3865,56411,Recarga,2025-05-18 14:17:50.298736,10.21,899,Reprehenderit veritatis perspiciatis aliquid. Veniam praesentium cupiditate in unde.,2025-07-29 19:52:10.326811
3866,16806,Recarga,2024-03-25 20:28:26.013899,5.3,334,Facere illo consequuntur dignissimos impedit eius tempore. Officiis facere voluptatem.,2025-07-29 19:52:10.326811
3867,33504,Reparo,2024-07-25 08:39:05.744782,12.31,444,Veritatis distinctio incidunt ratione iste harum incidunt.,2025-07-29 19:52:10.326811
3868,39374,Limpeza,2025-07-14 20:06:57.253021,7.59,208,Temporibus vitae commodi sint consequatur. Ducimus quasi provident asperiores.,2025-07-29 19:52:10.326811
3869,14550,Recarga,2023-09-30 08:02:48.901541,4.49,103,Iste optio molestias. Ducimus libero ex quas soluta.,2025-07-29 19:52:10.326811
3870,49973,Recarga,2024-05-08 08:46:56.179807,8.18,341,Corporis laborum ipsum rem eius voluptatibus temporibus.,2025-07-29 19:52:10.326811
3871,11769,Limpeza,2025-04-13 00:40:41.378597,3.42,887,At doloribus cum perspiciatis. Vitae tenetur voluptas porro consequatur tempore molestiae.,2025-07-29 19:52:10.326811
3872,27879,Recarga,2024-12-16 12:31:21.309349,1.02,389,Tempora quasi tempora corporis ad dicta dicta.,2025-07-29 19:52:10.326811
3873,44683,Recarga,2024-06-23 22:41:57.823496,7.03,977,Eligendi quae tenetur ipsam culpa. Non fugit deserunt.,2025-07-29 19:52:10.326811
3874,10411,Recarga,2024-07-09 06:34:20.683775,8.28,706,In sit occaecati pariatur vitae nobis aspernatur corrupti. Cupiditate nemo occaecati rerum impedit.,2025-07-29 19:52:10.326811
3875,13945,Recarga,2024-06-30 12:12:03.266931,0.92,843,Facere aliquam deleniti facilis ea. Quam commodi aliquam illum.,2025-07-29 19:52:10.326811
3876,13985,Reparo,2024-11-24 19:30:20.198912,7.55,36,Laborum esse rerum hic ea recusandae molestias. Reprehenderit sed autem ratione.,2025-07-29 19:52:10.326811
3877,23008,Troca Pedra,2025-03-11 01:57:28.645416,8.46,840,Eum aliquam ipsum id. Voluptas rem soluta at perferendis aliquam harum.,2025-07-29 19:52:10.326811
3878,41897,Recarga,2025-04-18 13:21:13.824985,13.19,684,Culpa eligendi dolore. Dolorem corporis non neque voluptates.,2025-07-29 19:52:10.326811
3879,10979,Troca Pedra,2024-11-01 04:19:25.784853,6.98,891,Suscipit minima dolor atque. Officia earum consectetur natus.,2025-07-29 19:52:10.326811
3880,43232,Recarga,2024-09-14 05:22:27.728377,13.72,601,Veritatis magni natus tenetur est. Odio amet alias expedita.,2025-07-29 19:52:10.326811
3881,5020,Reparo,2024-10-29 10:45:58.916489,6.5,421,Reprehenderit dolor numquam ad libero delectus aliquid. Impedit accusamus iure blanditiis eos.,2025-07-29 19:52:10.326811
3882,1634,Reparo,2024-08-06 22:41:49.793834,9.54,62,Ipsam beatae eveniet sapiente dolores.,2025-07-29 19:52:10.326811
3883,52438,Recarga,2025-05-11 02:40:53.148433,12.28,764,Reiciendis optio at atque quae. Ipsum ea iste.,2025-07-29 19:52:10.326811
3884,15131,Recarga,2024-06-19 22:30:32.789833,7.41,385,Libero beatae distinctio repudiandae officia occaecati. Rem debitis voluptate repellendus fuga.,2025-07-29 19:52:10.326811
3885,49571,Recarga,2025-06-30 23:05:47.840380,11.15,127,Quam accusantium eaque tempora similique. Voluptas iste eius aliquam quibusdam.,2025-07-29 19:52:10.326811
3886,28765,Recarga,2024-07-19 07:52:40.566696,0.0,91,Atque nulla fugit.,2025-07-29 19:52:10.326811
3887,28583,Reparo,2024-12-26 18:23:28.458650,5.16,278,Saepe quae sequi eveniet quia assumenda. Excepturi rem assumenda expedita ullam.,2025-07-29 19:52:10.326811
3888,39052,Reparo,2023-08-06 14:32:41.274290,11.33,951,Itaque suscipit nihil. Assumenda dolor sequi tempora.,2025-07-29 19:52:10.326811
3889,1212,Recarga,2024-10-20 14:55:21.133083,4.97,191,Odit numquam ipsum explicabo esse. Minus enim deleniti quas commodi est.,2025-07-29 19:52:10.326811
3890,20930,Recarga,2025-07-21 18:15:01.210532,7.95,196,Cum distinctio saepe commodi doloribus velit repudiandae. Libero cumque illum nam.,2025-07-29 19:52:10.326811
3891,48756,Recarga,2024-10-24 14:50:04.542277,13.31,486,Porro corrupti repellat quia dolor blanditiis. Esse beatae culpa repudiandae eos quia occaecati.,2025-07-29 19:52:10.326811
3892,56888,Recarga,2025-01-03 04:09:03.242289,9.51,881,Doloribus recusandae eligendi. Possimus aliquam at sunt pariatur.,2025-07-29 19:52:10.326811
3893,38626,Recarga,2024-02-14 04:50:52.755072,11.64,561,Incidunt vel doloremque ea. Praesentium repellat cum ipsum. Dolorum laudantium assumenda inventore.,2025-07-29 19:52:10.326811
3894,46368,Recarga,2024-03-13 22:13:25.684467,11.7,333,Est nesciunt labore quaerat. In veritatis temporibus odit.,2025-07-29 19:52:10.326811
3895,14317,Recarga,2024-07-07 02:16:05.666235,11.28,236,Accusamus porro facere ipsa sint quae dolorum. Laboriosam sed nesciunt incidunt quis.,2025-07-29 19:52:10.326811
3896,30692,Recarga,2023-08-30 14:56:39.611710,4.96,541,Temporibus sed quam placeat. Illum dolorem adipisci error.,2025-07-29 19:52:10.326811
3897,41118,Limpeza,2025-02-03 20:47:11.974888,5.09,482,Reprehenderit excepturi adipisci. Quasi optio ratione voluptas culpa.,2025-07-29 19:52:10.326811
3898,4033,Limpeza,2024-06-23 11:47:15.569061,12.78,579,Quas consectetur aspernatur dolorum excepturi.,2025-07-29 19:52:10.326811
3899,8305,Recarga,2024-03-02 15:33:12.832192,13.25,748,Provident maiores fuga quisquam vel commodi facilis.,2025-07-29 19:52:10.326811
3900,11828,Recarga,2025-04-04 04:15:06.139853,0.0,285,Nam voluptate deleniti ipsa corporis qui. Perferendis perspiciatis quo provident porro modi.,2025-07-29 19:52:10.326811
3901,739,Recarga,2025-03-03 12:50:07.437340,13.1,211,Rerum deleniti rerum. Aut adipisci iste rem quasi blanditiis. Veniam alias molestias recusandae.,2025-07-29 19:52:10.326811
3902,56236,Recarga,2025-05-19 22:21:15.349693,11.07,428,Possimus exercitationem nostrum optio.,2025-07-29 19:52:10.326811
3903,33033,Recarga,2024-05-25 19:42:16.786967,6.06,902,Hic vel tempore quo doloribus facere. Voluptate voluptates earum est repellat autem.,2025-07-29 19:52:10.326811
3904,54716,Recarga,2025-02-16 00:07:43.543902,7.38,680,Doloremque amet pariatur quis nulla repudiandae aut. Sapiente cupiditate ab dicta iste eum.,2025-07-29 19:52:10.326811
3905,30628,Recarga,2024-05-09 10:57:35.913714,11.16,9,Inventore minima similique deleniti reiciendis quia. Dolore dolorem rerum voluptatem nemo placeat.,2025-07-29 19:52:10.326811
3906,47298,Reparo,2024-09-12 06:10:57.688157,9.75,267,Quaerat excepturi totam quae tempora nemo accusantium. Culpa eos harum perferendis cum amet odio.,2025-07-29 19:52:10.326811
3907,17085,Recarga,2024-07-22 15:12:37.641721,8.26,134,Cupiditate vero iusto omnis ab illum error. Harum praesentium excepturi modi.,2025-07-29 19:52:10.326811
3908,40117,Recarga,2024-10-29 00:12:45.731221,9.39,372,Voluptatum consectetur neque. Numquam repudiandae quasi rem perspiciatis dolorem.,2025-07-29 19:52:10.326811
3909,31692,Recarga,2025-06-25 14:24:20.905275,6.01,240,Nihil soluta et qui temporibus a. Eaque odit beatae tempora. Quod officia blanditiis libero libero.,2025-07-29 19:52:10.326811
3910,35110,Limpeza,2023-08-08 02:11:26.641162,8.09,815,At tempora hic dolor aspernatur atque architecto. Excepturi magnam rerum illum ipsum.,2025-07-29 19:52:10.326811
3911,7394,Limpeza,2023-11-05 19:27:18.651649,1.64,484,Rem repudiandae ab beatae. Quisquam aliquid quaerat odio. Quae quasi quia et.,2025-07-29 19:52:10.326811
3912,35843,Recarga,2024-01-15 09:23:29.367241,6.97,562,Ducimus alias perferendis exercitationem labore temporibus qui. Adipisci nulla fuga.,2025-07-29 19:52:10.326811
3913,20928,Recarga,2024-09-18 08:57:26.677311,12.63,309,Aspernatur ratione fuga asperiores. Doloribus saepe cum modi eligendi fugit deserunt molestiae.,2025-07-29 19:52:10.326811
3914,42490,Recarga,2025-06-09 01:43:07.793491,17.27,158,Ea impedit debitis labore. Error aspernatur provident ex.,2025-07-29 19:52:10.326811
3915,40576,Troca Pedra,2024-06-20 17:18:35.843784,11.82,687,Exercitationem beatae quidem laudantium. Labore dicta iure consectetur soluta possimus.,2025-07-29 19:52:10.326811
3916,2784,Recarga,2024-11-11 01:49:08.926691,22.19,617,Recusandae sunt ipsum laborum incidunt. Autem sit molestiae nisi.,2025-07-29 19:52:10.326811
3917,38822,Troca Pedra,2023-11-14 20:14:02.431531,12.34,885,Natus ut optio tempore. Aliquid autem dolore id non repellat.,2025-07-29 19:52:10.326811
3918,24467,Reparo,2023-12-05 20:50:44.307815,9.9,897,Occaecati facere quidem architecto delectus. Occaecati amet facilis.,2025-07-29 19:52:10.326811
3919,13477,Recarga,2024-10-26 12:23:41.757805,7.55,903,Sapiente sit eveniet. Ad cumque nemo impedit cupiditate doloremque.,2025-07-29 19:52:10.326811
3920,3970,Recarga,2023-11-15 12:43:32.338255,4.27,803,Architecto sed nisi. Blanditiis labore eaque tempora officiis rem placeat.,2025-07-29 19:52:10.326811
3921,49818,Reparo,2024-05-03 02:18:47.309024,5.8,233,Pariatur veritatis nam voluptatum iure cum officiis.,2025-07-29 19:52:10.326811
3922,17532,Recarga,2024-04-27 07:37:03.282696,12.12,72,"Eum pariatur deserunt perferendis.
Excepturi dolorum deleniti alias nobis facere nesciunt.",2025-07-29 19:52:10.326811
3923,28113,Recarga,2024-12-07 05:09:45.424366,18.49,773,Illo ab cum ex. Officiis optio reprehenderit quisquam.,2025-07-29 19:52:10.326811
3924,23157,Recarga,2024-03-25 00:54:28.898054,3.53,76,Rem enim necessitatibus ea delectus. Maiores odio soluta veniam totam error placeat.,2025-07-29 19:52:10.326811
3925,14607,Recarga,2023-12-28 13:03:14.953248,8.34,808,Dignissimos eum saepe recusandae iste. Possimus magni quibusdam.,2025-07-29 19:52:10.326811
3926,10643,Recarga,2025-04-21 20:29:32.133347,11.56,712,Iusto repellat eligendi nulla ratione. Quod eveniet quidem.,2025-07-29 19:52:10.326811
3927,32586,Recarga,2025-03-07 15:53:33.874535,7.4,50,Magni magni unde. Saepe in nisi nobis nihil.,2025-07-29 19:52:10.326811
3928,32301,Recarga,2025-02-18 00:01:17.002330,11.81,768,Esse incidunt officia fugit unde quisquam aspernatur.,2025-07-29 19:52:10.326811
3929,57403,Recarga,2023-09-25 11:23:03.911276,10.89,319,Eligendi veritatis eius. Rem eveniet neque laboriosam similique unde architecto.,2025-07-29 19:52:10.326811
3930,15648,Recarga,2025-06-09 09:46:27.178802,9.69,758,Qui aut accusantium quibusdam. Sit voluptates neque quas. Libero error ea dicta officiis ratione.,2025-07-29 19:52:10.326811
3931,53653,Recarga,2024-07-25 18:27:26.709240,4.88,658,Architecto veritatis architecto enim natus debitis.,2025-07-29 19:52:10.326811
3932,20018,Recarga,2025-05-19 20:18:30.657586,10.61,618,Earum modi eum.,2025-07-29 19:52:10.326811
3933,35760,Recarga,2023-10-17 03:48:50.165970,8.42,412,Molestiae aspernatur ullam consequatur. Dolore quidem asperiores est sint iure.,2025-07-29 19:52:10.326811
3934,14204,Recarga,2023-11-08 00:19:04.447789,0.35,14,Cupiditate eum pariatur incidunt ipsum hic quis.,2025-07-29 19:52:10.326811
3935,8162,Limpeza,2024-02-15 07:34:12.786747,9.09,275,Commodi voluptate exercitationem dolorem corrupti tempore. Libero corrupti illum.,2025-07-29 19:52:10.326811
3936,43796,Reparo,2023-11-14 14:59:19.021850,14.61,405,Ex magnam architecto ducimus. Ipsum eaque aliquam.,2025-07-29 19:52:10.326811
3937,37984,Recarga,2024-06-29 13:54:50.183822,15.23,192,Quam minima et quia ab nemo. Laboriosam doloribus iusto quasi sint autem odio deleniti.,2025-07-29 19:52:10.326811
3938,17662,Recarga,2025-01-24 21:28:17.440304,13.55,946,"Eum doloribus eum nemo placeat.
Atque delectus quisquam labore excepturi.",2025-07-29 19:52:10.326811
3939,19929,Recarga,2024-02-12 05:02:33.753912,14.69,957,Eum pariatur harum veritatis rem. Distinctio animi maiores neque corrupti voluptatem.,2025-07-29 19:52:10.326811
3940,34712,Recarga,2024-06-13 19:47:23.024366,2.82,275,"Natus autem quae laborum provident nesciunt doloribus.
At facere blanditiis id ex aperiam nostrum.",2025-07-29 19:52:10.326811
3941,41242,Troca Pedra,2025-07-26 13:04:14.051446,4.04,406,Exercitationem vel cupiditate excepturi officiis.,2025-07-29 19:52:10.326811
3942,6584,Reparo,2024-07-12 10:42:21.613468,15.08,635,Nobis nesciunt nesciunt ipsum provident.,2025-07-29 19:52:10.326811
3943,39247,Recarga,2023-08-28 16:35:23.554212,8.58,225,Non velit ratione. Quos iusto magni.,2025-07-29 19:52:10.326811
3944,11237,Recarga,2023-10-24 20:56:00.971184,10.41,404,Quia autem nostrum saepe quae. Quos commodi voluptatum eum illum illum ratione.,2025-07-29 19:52:10.326811
3945,53374,Recarga,2025-06-14 16:39:14.059008,11.07,836,Qui illum esse harum.,2025-07-29 19:52:10.326811
3946,30048,Troca Pedra,2024-09-28 03:21:19.876371,12.79,717,Deserunt accusantium ut. Voluptatum fugit sapiente earum qui.,2025-07-29 19:52:10.326811
3947,52804,Reparo,2024-11-13 18:14:15.811688,11.92,954,Voluptatem ullam similique sint. Occaecati enim reprehenderit.,2025-07-29 19:52:10.326811
3948,11505,Recarga,2025-06-04 03:02:30.876179,15.68,700,Harum hic tenetur eum rerum sit minus doloribus.,2025-07-29 19:52:10.326811
3949,18641,Recarga,2025-05-29 03:55:17.079337,7.38,222,Nobis et perspiciatis quia aut ab nihil. Facilis est quis omnis.,2025-07-29 19:52:10.326811
3950,39388,Recarga,2025-06-18 08:52:24.661864,20.84,65,Quia assumenda quibusdam. Mollitia magnam asperiores nihil doloremque pariatur.,2025-07-29 19:52:10.326811
3951,19397,Recarga,2024-09-01 15:35:17.051413,9.54,172,Ducimus optio aperiam. Dolore iure quis nemo minima rem. Molestias eius cumque quo fuga fugit.,2025-07-29 19:52:10.326811
3952,25805,Limpeza,2023-09-12 03:53:34.408925,12.55,887,Similique accusantium vel molestiae aliquid fuga iste.,2025-07-29 19:52:10.326811
3953,43239,Troca Pedra,2024-11-14 18:17:13.864652,16.73,6,Est at mollitia voluptas. Error nihil accusamus mollitia ducimus laudantium.,2025-07-29 19:52:10.326811
3954,13697,Recarga,2025-01-02 12:51:20.053610,9.24,656,Eius commodi nisi reprehenderit soluta porro. Provident ut dolorem quis ducimus.,2025-07-29 19:52:10.326811
3955,37557,Limpeza,2025-03-16 01:53:51.973135,8.36,666,Tempora voluptatem possimus odio totam aliquid. Molestiae aliquid maxime impedit.,2025-07-29 19:52:10.326811
3956,47905,Reparo,2023-08-31 00:32:11.432728,14.97,562,Esse ab deleniti nihil qui. At sint harum sed. Similique natus fugit nostrum eius qui voluptate.,2025-07-29 19:52:10.326811
3957,22865,Troca Pedra,2025-04-23 17:09:40.605179,8.71,928,Sunt natus officiis nobis. Voluptatibus dignissimos fuga quod labore ad.,2025-07-29 19:52:10.326811
3958,41221,Limpeza,2024-09-07 05:02:30.543276,8.11,359,Sapiente sapiente maxime nemo. Voluptate cum saepe quas distinctio laborum.,2025-07-29 19:52:10.326811
3959,40089,Recarga,2024-11-17 11:35:15.564156,6.96,472,Tempore enim ullam dicta explicabo.,2025-07-29 19:52:10.326811
3960,48722,Recarga,2025-06-08 12:20:37.162802,0.18,627,Porro at eaque dignissimos. Dolorum minima laborum maxime enim at reiciendis.,2025-07-29 19:52:10.326811
3961,53270,Recarga,2024-11-04 12:50:18.254168,12.42,879,Ullam cum libero quasi fugiat molestias. Tempora odit praesentium dolorem quisquam itaque.,2025-07-29 19:52:10.326811
3962,33699,Troca Pedra,2024-10-13 02:25:02.751245,8.42,766,Exercitationem aliquam excepturi cum deserunt a. Doloribus beatae esse eveniet aliquam quae veniam.,2025-07-29 19:52:10.326811
3963,38319,Recarga,2023-12-22 01:35:51.282944,2.55,328,Soluta perspiciatis aliquam nulla mollitia. Qui maiores ad.,2025-07-29 19:52:10.326811
3964,12623,Troca Pedra,2023-08-28 09:24:06.894746,11.98,686,Voluptatibus fuga porro consequuntur illum voluptatem nostrum velit. In iste atque deserunt beatae.,2025-07-29 19:52:10.326811
3965,52462,Reparo,2025-04-30 21:45:04.949432,5.19,455,Porro eligendi maxime praesentium aspernatur.,2025-07-29 19:52:10.326811
3966,23815,Recarga,2024-03-06 00:40:34.755790,0.0,238,Quisquam amet temporibus nisi. Mollitia possimus quam recusandae fugit repudiandae.,2025-07-29 19:52:10.326811
3967,3786,Reparo,2024-12-06 00:39:34.935001,18.18,862,Modi ad tempore distinctio cupiditate. Consequuntur amet molestias. Fugit facilis eius.,2025-07-29 19:52:10.326811
3968,35073,Recarga,2024-09-27 01:33:12.911574,3.45,53,Maxime consequuntur quod aspernatur sed magnam.,2025-07-29 19:52:10.326811
3969,52602,Recarga,2025-05-04 15:19:19.138368,6.39,344,Quo sint nam doloremque eius amet. Voluptatem unde quos voluptas.,2025-07-29 19:52:10.326811
3970,57116,Recarga,2025-05-04 22:51:09.500509,7.49,366,Quis similique accusantium et. Eaque nisi a. A consequuntur nostrum quis accusantium.,2025-07-29 19:52:10.326811
3971,17830,Recarga,2024-07-26 00:47:33.145493,6.52,347,Et sequi repellat ex saepe officiis. Nesciunt reprehenderit veniam quod.,2025-07-29 19:52:10.326811
3972,28309,Reparo,2024-02-15 21:35:56.848435,0.0,358,Beatae dolorum odio ad aliquam. Odio id at amet. Voluptatibus ullam quibusdam beatae.,2025-07-29 19:52:10.326811
3973,18434,Reparo,2025-02-10 02:06:45.249990,6.87,751,Totam labore quidem corrupti ullam hic aspernatur.,2025-07-29 19:52:10.326811
3974,50940,Recarga,2024-10-04 07:16:47.387423,1.67,639,Fugit nobis sed expedita. Hic officiis quis.,2025-07-29 19:52:10.326811
3975,37405,Recarga,2023-12-14 10:27:12.759754,12.41,490,Commodi quaerat exercitationem ipsam corporis. Provident architecto sequi ab officiis blanditiis.,2025-07-29 19:52:10.326811
3976,54009,Reparo,2023-12-14 16:12:40.811489,7.95,273,Fuga quaerat iusto odio nostrum itaque autem. Nisi illo unde assumenda quos.,2025-07-29 19:52:10.326811
3977,6783,Recarga,2024-09-21 04:51:59.363460,7.51,365,Debitis provident commodi.,2025-07-29 19:52:10.326811
3978,17606,Recarga,2025-06-01 21:46:16.302787,0.28,236,Doloremque sequi reiciendis aut facilis voluptatibus ea. Animi soluta nisi fugit culpa.,2025-07-29 19:52:10.326811
3979,50724,Recarga,2023-11-02 20:37:48.968172,12.14,450,Commodi rem optio cumque iusto fugit debitis. Adipisci a veniam.,2025-07-29 19:52:10.326811
3980,30342,Reparo,2024-12-11 12:03:55.901818,17.4,497,Facilis at quos tenetur magnam. Adipisci expedita amet ut possimus ea cumque.,2025-07-29 19:52:10.326811
3981,45867,Recarga,2024-08-16 15:30:28.259703,16.63,726,Id corporis error doloribus fuga recusandae qui quia. Quos rerum ipsam recusandae nihil similique.,2025-07-29 19:52:10.326811
3982,47719,Reparo,2024-06-14 04:11:52.471271,4.78,129,"Perferendis ex aliquid aperiam accusantium quaerat reprehenderit.
At provident consequuntur.",2025-07-29 19:52:10.326811
3983,33892,Troca Pedra,2024-06-26 00:04:47.800405,14.4,982,Non iste earum at autem. Impedit repudiandae rem saepe adipisci a odio. Quo quaerat totam vitae.,2025-07-29 19:52:10.326811
3984,14014,Recarga,2024-04-06 09:02:36.439626,14.62,731,Velit molestiae ipsum accusantium minima impedit nulla. Dolorem id ipsum earum.,2025-07-29 19:52:10.326811
3985,54964,Recarga,2025-03-24 16:38:31.616099,11.23,412,Temporibus reiciendis iste corrupti sapiente ullam. Ipsam tenetur ducimus.,2025-07-29 19:52:10.326811
3986,6053,Recarga,2024-05-03 06:55:22.182698,9.92,495,Accusantium rem ipsam modi autem. Fuga corporis vitae ab nisi incidunt dicta.,2025-07-29 19:52:10.326811
3987,58461,Recarga,2024-02-10 10:29:34.979119,7.73,195,Molestiae deserunt eaque quidem dolores neque non. Esse adipisci eligendi animi alias tenetur.,2025-07-29 19:52:10.326811
3988,36979,Recarga,2024-05-25 10:38:30.509969,8.62,623,Dicta debitis consequuntur. Illo iusto cupiditate nostrum soluta vel quae.,2025-07-29 19:52:10.326811
3989,58863,Limpeza,2024-06-08 08:22:55.851152,13.66,273,Nesciunt earum modi debitis. Laborum minus nobis officiis.,2025-07-29 19:52:10.326811
3990,13534,Recarga,2025-04-14 14:40:14.215550,1.33,465,Fugiat quisquam quidem. Repellendus optio minus aut hic. Dicta labore reprehenderit enim aliquam.,2025-07-29 19:52:10.326811
3991,39703,Reparo,2023-08-07 09:16:18.855108,8.92,780,Vero sit rerum quibusdam. Tempora optio debitis labore assumenda nulla voluptate.,2025-07-29 19:52:10.326811
3992,35336,Recarga,2023-10-11 14:01:06.961336,10.13,18,Similique dolores facilis magnam quae ratione hic. Et magnam iste quae quam accusamus.,2025-07-29 19:52:10.326811
3993,9384,Troca Pedra,2025-04-30 05:18:25.717571,7.71,56,Dolores sapiente optio consequatur. Aut atque sunt sunt porro.,2025-07-29 19:52:10.326811
3994,17356,Recarga,2023-10-16 15:00:11.238815,6.92,605,Velit ullam beatae ab voluptatum. Velit maiores dolor rerum.,2025-07-29 19:52:10.326811
3995,45623,Troca Pedra,2025-07-20 09:35:36.917892,13.23,354,Qui quibusdam a nisi impedit velit. Nemo atque in nihil.,2025-07-29 19:52:10.326811
3996,21346,Recarga,2024-09-09 08:54:54.701068,12.88,824,Reiciendis omnis nemo quaerat possimus ex. Eligendi et sunt.,2025-07-29 19:52:10.326811
3997,44310,Limpeza,2025-04-20 23:29:11.734174,9.3,498,Quae expedita officia autem cumque labore. Nemo nam ipsum.,2025-07-29 19:52:10.326811
3998,51152,Recarga,2024-01-03 21:53:18.709038,9.13,430,Repellat sed rerum magni voluptatum. Iure aliquid eius accusamus quibusdam amet.,2025-07-29 19:52:10.326811
3999,15109,Recarga,2024-03-06 01:24:34.984979,10.11,624,Laudantium nihil occaecati laborum in quasi. Possimus possimus facilis ex.,2025-07-29 19:52:10.326811
