EstabelecimentoID,TipoEstabelecimentoID,CidadeID,NomeEstabelecimento,Endereco,CEP,Latitude,Longitude,Telefone,HorarioFuncionamento,DataAbertura,DataCriacao,Ativo
767,4,450,Pereira Ltda.,"Recanto de Nunes, 155
Jardim Felicidade
82089817 Pimenta do Galho / SP",71404577,-23.459370403619367,-46.554731324137165,0900 553 4690,08:00-22:00,2017-06-18,2025-07-29 19:50:56.311614,1
768,7,428,Siqueira,"Favela de Novais, 44
Serrano
63673644 Novais do Campo / SE",55813-276,-23.419830090787837,-46.75279725883171,+55 84 8362-9616,08:00-22:00,2015-12-27,2025-07-29 19:50:56.311614,1
769,7,388,da Conceição,"Morro Heitor Fogaça
Savassi
62516-432 Casa Grande de Goiás / PI",57315049,-23.61907160001623,-46.509192582645625,0900 359 5123,08:00-22:00,2020-09-28,2025-07-29 19:50:56.311614,1
770,4,448,Azevedo Dias - ME,"Chácara Dias, 280
Morro Dos Macacos
59107-208 Cassiano da Mata / RO",23474945,-23.660941895308067,-46.52125461429602,0900 759 4940,08:00-22:00,2019-08-28,2025-07-29 19:50:56.311614,1
771,2,133,Rodrigues,"Viaduto Machado, 33
Vila Da Amizade
16975-911 da Conceição / MS",41594-885,-23.57247381182821,-46.669298567400745,+55 31 0184-1663,08:00-22:00,2019-10-28,2025-07-29 19:50:56.311614,1
772,9,432,Almeida e Filhos,"Ladeira de da Rosa, 18
Caetano Furquim
83262999 Guerra / CE",57580-143,-23.692073287471807,-46.59550889108958,(084) 1701 2805,08:00-22:00,2015-08-08,2025-07-29 19:50:56.311614,1
773,10,322,Leão,"Feira Danilo Pinto, 10
Vila Aeroporto Jaraguá
40458428 Campos / CE",70559845,-23.435004337886497,-46.50226247169238,+55 (041) 9207-0414,08:00-22:00,2019-09-25,2025-07-29 19:50:56.311614,1
774,10,351,Cassiano - ME,"Viela de Sá, 46
Bernadete
84622-429 Camargo / ES",65441-387,-23.6280881219261,-46.67707643415012,+55 (061) 3797 3942,08:00-22:00,2020-07-03,2025-07-29 19:50:56.311614,1
775,3,283,da Mata Fogaça - EI,"Quadra Fonseca
Vila Copacabana
74896156 Jesus Verde / AC",20752928,-23.53521101107551,-46.76608629328377,21 5293-0628,08:00-22:00,2021-03-04,2025-07-29 19:50:56.311614,1
776,1,152,Pimenta Ltda.,"Vereda Rael da Mata, 188
São Jorge 1ª Seção
25146928 Sousa / DF",71061-436,-23.665471503031057,-46.5396662895543,(041) 6653-3838,08:00-22:00,2023-08-31,2025-07-29 19:50:56.311614,1
777,8,312,Machado,"Pátio Leão, 94
Conjunto Novo Dom Bosco
34348-640 Correia / MG",30020-376,-23.534022798227014,-46.65705446446725,21 3408 9535,08:00-22:00,2021-01-28,2025-07-29 19:50:56.311614,1
778,4,45,Fogaça,"Passarela Ágatha das Neves, 1
Vila Nova Cachoeirinha 1ª Seção
42816-769 Correia da Prata / PR",88511-124,-23.68830196412944,-46.50390916348222,0800-100-3458,08:00-22:00,2018-08-31,2025-07-29 19:50:56.311614,1
779,9,324,Casa Grande,"Ladeira Ferreira
Jardim Montanhês
83388015 Nascimento da Praia / DF",59883-085,-23.46935799132328,-46.63473214187856,84 0628 9320,08:00-22:00,2018-12-28,2025-07-29 19:50:56.311614,1
780,8,412,Guerra Guerra S.A.,"Quadra Araújo, 9
Conjunto Santa Maria
25474414 Macedo / MT",90474051,-23.413373561206825,-46.79115671892324,+55 (041) 6367 9382,08:00-22:00,2018-11-02,2025-07-29 19:50:56.311614,1
781,7,261,Andrade,"Largo de Brito, 61
Novo Aarão Reis
33557-403 Alves / BA",57629391,-23.60790718051692,-46.65248191091869,21 5464 2507,08:00-22:00,2019-10-12,2025-07-29 19:50:56.311614,1
782,9,219,da Costa,"Largo João Gabriel Ribeiro, 6
Dom Joaquim
53275229 Garcia / PB",55040-956,-23.62253561686371,-46.58458136120131,+55 81 4180-9462,08:00-22:00,2021-01-16,2025-07-29 19:50:56.311614,1
783,2,108,Marques - EI,"Via de Marques, 49
Ambrosina
60148494 Camargo Alegre / AL",80464689,-23.565601508523947,-46.79219099153907,71 9808 1815,08:00-22:00,2021-06-14,2025-07-29 19:50:56.311614,1
784,4,47,Pinto,"Sítio Guerra, 18
Lindéia
89579-178 Melo de Barros / GO",09632525,-23.514007901924884,-46.67596538569127,+55 51 5523 6481,08:00-22:00,2022-06-16,2025-07-29 19:50:56.311614,1
785,5,133,Porto S.A.,"Praia da Paz, 95
Lagoa
29592322 Caldeira / AM",32322-022,-23.643311261402456,-46.75333193986452,61 9299-8896,08:00-22:00,2015-10-11,2025-07-29 19:50:56.311614,1
786,5,261,Caldeira,"Praia Montenegro, 23
Vila Real 1ª Seção
11322-627 Cassiano de Correia / MG",60473895,-23.459007600821135,-46.607070953693594,(084) 4787-9356,08:00-22:00,2023-08-17,2025-07-29 19:50:56.311614,1
787,1,176,Vieira,"Condomínio Silva, 76
União
74250-838 Pires / ES",23079676,-23.640439555994877,-46.51279624536659,+55 (031) 6457 7809,08:00-22:00,2020-02-01,2025-07-29 19:50:56.311614,1
788,9,121,Dias,"Estrada Isadora Leão, 36
Vila Do Pombal
40494-672 da Cunha de Costa / PE",49002-665,-23.698357734004887,-46.61262452863341,0800 533 1238,08:00-22:00,2021-12-31,2025-07-29 19:50:56.311614,1
789,9,329,Sousa,"Alameda Evelyn das Neves
Belmonte
53461-865 Rezende / ES",50075688,-23.542724824924328,-46.59153668808423,0800 232 9407,08:00-22:00,2021-11-29,2025-07-29 19:50:56.311614,1
790,5,303,Cardoso,"Estrada Montenegro, 9
Vila Ouro Minas
18123932 das Neves / SC",40800-773,-23.665455086650226,-46.681031129872316,+55 (084) 3919 8968,08:00-22:00,2019-11-02,2025-07-29 19:50:56.311614,1
791,10,190,Pimenta S/A,"Rua de Vargas, 72
Acaiaca
58705020 da Rosa da Prata / PE",41697-146,-23.49052838238388,-46.63105773931442,81 8723-8337,08:00-22:00,2025-03-09,2025-07-29 19:50:56.311614,1
792,3,411,Jesus Novais - EI,"Campo Pietra Melo, 7
Palmeiras
34009650 Silva de Minas / DF",62160868,-23.64975900123945,-46.636842687094244,+55 (071) 8964-7466,08:00-22:00,2016-10-06,2025-07-29 19:50:56.311614,1
793,8,260,Nascimento,"Rodovia Viana, 13
Manacas
10292-726 Alves do Amparo / SE",68475091,-23.454785881343987,-46.572118096419615,(021) 3611 5235,08:00-22:00,2023-08-13,2025-07-29 19:50:56.311614,1
794,7,177,Vieira Cavalcante S/A,"Favela de Rocha, 11
Gutierrez
48033-606 Sales Paulista / AC",75435085,-23.5588895601372,-46.54292650589391,+55 (021) 9228-5176,08:00-22:00,2022-02-06,2025-07-29 19:50:56.311614,1
795,5,472,Peixoto da Mata S.A.,"Alameda de Novaes, 48
Marilandia
11948-314 Teixeira de Minas / CE",34483-371,-23.530116628615,-46.60113421671507,+55 (021) 7777-0632,08:00-22:00,2022-03-08,2025-07-29 19:50:56.311614,1
796,1,347,Freitas,"Sítio de Campos
Conjunto Santa Maria
77427-566 Abreu Paulista / PA",95861-153,-23.644024450409187,-46.50605735942278,+55 (081) 8593 1946,08:00-22:00,2016-10-21,2025-07-29 19:50:56.311614,1
797,7,65,Montenegro S.A.,"Praça Aragão, 27
Vila Olhos D'água
12507-438 Nunes / MS",07289-542,-23.655993576740862,-46.55151348224265,51 8058 5936,08:00-22:00,2017-04-15,2025-07-29 19:50:56.311614,1
798,1,352,da Paz,"Trevo Sousa, 9
Bela Vitoria
76603-301 Gonçalves / TO",19534667,-23.510612260043935,-46.76260597532492,+55 (021) 2180 9078,08:00-22:00,2017-02-22,2025-07-29 19:50:56.311614,1
799,1,336,Pereira Casa Grande Ltda.,"Largo Vinicius Camargo, 53
Goiania
77014875 da Conceição / GO",72628776,-23.623361815397494,-46.647757380484144,41 9145 2965,08:00-22:00,2023-07-24,2025-07-29 19:50:56.311614,1
800,9,343,Melo,"Aeroporto Souza, 51
Vila Nova
62619-233 da Cunha da Prata / PI",01502513,-23.584222329504673,-46.529029176391866,+55 (041) 9151 9720,08:00-22:00,2016-05-11,2025-07-29 19:50:56.311614,1
801,6,220,Azevedo - EI,"Viela João Correia, 57
Inconfidência
21744-182 da Cruz do Norte / TO",77970-543,-23.556165253818904,-46.516819539380634,+55 (021) 5897-5067,08:00-22:00,2025-05-14,2025-07-29 19:50:56.311614,1
802,7,317,Oliveira Farias e Filhos,"Viela de Aragão, 92
Marieta 1ª Seção
32992-404 Moura / AC",96035-512,-23.631109918325716,-46.68593821847028,(031) 0866-6605,08:00-22:00,2020-05-05,2025-07-29 19:50:56.311614,1
803,2,148,Nunes,"Conjunto Luiz Felipe da Mota, 447
Jardim Alvorada
40679-874 Pereira / RR",95477-827,-23.46137285683209,-46.58228878154504,+55 (031) 5184 0814,08:00-22:00,2016-12-25,2025-07-29 19:50:56.311614,1
804,8,465,Câmara,"Rodovia Letícia Rios, 26
Vila Nova Cachoeirinha 1ª Seção
11594236 Correia do Norte / RR",71409-137,-23.418172677327327,-46.67683635490729,+55 (041) 6557-1085,08:00-22:00,2025-07-17,2025-07-29 19:50:56.311614,1
805,7,100,Borges,"Trecho Lima, 1
Vila União
03667-774 Aragão / RS",97472-509,-23.570432051381932,-46.76290208334617,(071) 1006 2492,08:00-22:00,2024-01-30,2025-07-29 19:50:56.311614,1
806,5,119,Freitas Ltda.,"Área de Rezende
Lajedo
51877-582 Leão do Oeste / RR",65423618,-23.424735484653368,-46.53461660852327,+55 (081) 4075-6498,08:00-22:00,2025-07-16,2025-07-29 19:50:56.311614,1
807,8,109,Vargas,"Trecho de Martins, 88
Álvaro Camargos
36959615 Gonçalves / PB",12042723,-23.43519515479729,-46.52041406318631,+55 41 4214-2946,08:00-22:00,2017-09-11,2025-07-29 19:50:56.311614,1
808,2,392,Correia,"Praia Maria Vitória Nogueira, 16
Conjunto Paulo Vi
04726-546 Moreira / RR",45164-035,-23.65018583138396,-46.648574840620256,0900-721-9916,08:00-22:00,2019-09-19,2025-07-29 19:50:56.311614,1
809,6,82,Freitas Souza S.A.,"Esplanada Abreu, 52
Vila Real 1ª Seção
74234608 Fogaça / CE",24162565,-23.647985416253125,-46.79450777075395,(031) 6590 1593,08:00-22:00,2022-04-16,2025-07-29 19:50:56.311614,1
810,4,13,Gonçalves,"Trecho de Martins, 12
Novo Tupi
99980-706 Ramos / AP",23574406,-23.556778481558883,-46.55518912479112,(031) 2989 3305,08:00-22:00,2025-03-07,2025-07-29 19:50:56.311614,1
811,7,457,da Luz,"Estrada de Novaes, 391
Vila Nova Cachoeirinha 2ª Seção
82105705 Cunha / RS",26610538,-23.542242846230412,-46.656911890130765,(081) 4468-7826,08:00-22:00,2023-08-09,2025-07-29 19:50:56.311614,1
812,6,421,Vasconcelos Rezende - ME,"Ladeira da Conceição
Marilandia
09917-349 Dias da Praia / PA",24921-885,-23.59766108230428,-46.777491492737525,+55 71 7321-8291,08:00-22:00,2016-05-08,2025-07-29 19:50:56.311614,1
813,6,478,da Luz S.A.,"Fazenda Dias
Marieta 2ª Seção
09330988 Dias / MA",58567-161,-23.606123706048415,-46.743182555138546,(011) 0804 3354,08:00-22:00,2021-07-11,2025-07-29 19:50:56.311614,1
814,5,299,Oliveira,"Rodovia da Conceição, 2
Pompéia
10994087 Casa Grande dos Dourados / MG",07488-035,-23.570589813059534,-46.75436419793087,+55 84 4757 5215,08:00-22:00,2018-09-01,2025-07-29 19:50:56.311614,1
815,5,92,da Cunha da Cruz - EI,"Vereda da Mata, 62
Virgínia
98547-149 Fonseca / SC",19070-612,-23.49285621558024,-46.59411634010409,(081) 8225-8560,08:00-22:00,2024-01-23,2025-07-29 19:50:56.311614,1
816,2,238,Pires Barros Ltda.,"Viaduto de Pinto, 148
Cruzeiro
58779-776 Sousa Paulista / SE",21554-845,-23.674681910096435,-46.71017715213976,0300 214 7577,08:00-22:00,2021-01-23,2025-07-29 19:50:56.311614,1
817,7,184,Correia,"Esplanada Peixoto, 51
Vila Real 2ª Seção
66490012 Pacheco / SE",32838976,-23.486825398946298,-46.76169284480657,(051) 9946-4454,08:00-22:00,2016-01-14,2025-07-29 19:50:56.311614,1
818,7,178,Jesus,"Trecho de Araújo
Floresta
10250009 Castro / DF",48275950,-23.42212792151036,-46.524705352129246,0900 809 1407,08:00-22:00,2024-07-24,2025-07-29 19:50:56.311614,1
819,8,210,Moreira Ltda.,"Residencial de Andrade
Nova Pampulha
65292-747 Silveira de Goiás / SP",64578-259,-23.47094798734769,-46.51304068229526,61 0719 1430,08:00-22:00,2021-09-22,2025-07-29 19:50:56.311614,1
820,4,276,Araújo,"Fazenda Santos, 3
Vila Piratininga
05855-829 Rodrigues / SP",59446-484,-23.642496943096152,-46.75842723816991,(071) 1370-7690,08:00-22:00,2024-11-01,2025-07-29 19:50:56.311614,1
821,9,304,Freitas,"Avenida de Rezende, 9
Dom Joaquim
56517908 Souza de Fernandes / RS",95793631,-23.673755643366857,-46.73092924400704,0800 242 6285,08:00-22:00,2015-08-20,2025-07-29 19:50:56.311614,1
822,10,356,Lopes Ltda.,"Setor Allana Cassiano, 904
Fazendinha
08909660 Pacheco / CE",02133716,-23.552885877303137,-46.62236378411807,(041) 3405-3686,08:00-22:00,2016-07-11,2025-07-29 19:50:56.311614,1
823,3,275,Freitas - ME,"Via Peixoto, 93
Lourdes
17879763 Fonseca de Leão / ES",79271515,-23.4130781732463,-46.754847645150456,0800-966-6242,08:00-22:00,2017-06-17,2025-07-29 19:50:56.311614,1
824,3,325,Borges - EI,"Lago Vitor Hugo da Rosa, 7
Havaí
48310-166 Jesus / CE",94388553,-23.45428221378335,-46.752422492128915,(021) 5903 1013,08:00-22:00,2021-07-12,2025-07-29 19:50:56.311614,1
825,2,482,Carvalho,"Travessa de Cirino
Santa Branca
22653405 da Paz / PR",08474-049,-23.5311799082961,-46.699027187478784,+55 84 3296-4565,08:00-22:00,2024-09-26,2025-07-29 19:50:56.311614,1
826,10,273,Martins S.A.,"Setor Melo, 593
Dona Clara
17784-515 da Rocha da Mata / MT",36044250,-23.65710557297472,-46.515248900139596,(011) 6516-6807,08:00-22:00,2019-01-08,2025-07-29 19:50:56.311614,1
827,7,412,Lima Viana - ME,"Rodovia Aparecida, 41
Bom Jesus
27919722 da Mota de Cassiano / AL",95987158,-23.48584896536652,-46.51126734109312,+55 (071) 9650-4628,08:00-22:00,2018-09-15,2025-07-29 19:50:56.311614,1
828,10,36,Rocha - ME,"Esplanada de Monteiro, 3
Jardim Do Vale
38179431 Aparecida das Flores / AM",78667-341,-23.45610052841773,-46.547463525052386,81 5570-6560,08:00-22:00,2017-10-08,2025-07-29 19:50:56.311614,1
829,2,422,Pacheco da Rocha - ME,"Aeroporto Gomes
Vila Madre Gertrudes 4ª Seção
85498455 Fonseca de Aragão / MG",71207-750,-23.419479259072247,-46.591286124621284,+55 61 7679-3797,08:00-22:00,2018-09-11,2025-07-29 19:50:56.311614,1
830,7,478,Nogueira,"Vereda Danilo Correia, 77
Marilandia
39071-443 Monteiro / MA",99738965,-23.516365129752025,-46.58379799024297,21 6886 8225,08:00-22:00,2022-11-27,2025-07-29 19:50:56.311614,1
831,3,338,Monteiro S.A.,"Vila de Marques, 35
Candelaria
74944-592 Mendonça / PR",12348-352,-23.545660255606375,-46.65912814707378,+55 (021) 3494-5463,08:00-22:00,2023-06-13,2025-07-29 19:50:56.311614,1
832,1,70,Cardoso,"Estrada Vicente Carvalho, 70
Graça
16241047 Pimenta de Ribeiro / RR",97272-101,-23.514245386929694,-46.640953611553336,+55 (051) 4152-8439,08:00-22:00,2019-08-07,2025-07-29 19:50:56.311614,1
833,8,116,Pacheco,"Loteamento de Rezende, 33
Chácara Leonina
33583-740 da Cruz do Oeste / PB",41424306,-23.417024248602434,-46.6096642019982,(021) 8292 7056,08:00-22:00,2015-08-01,2025-07-29 19:50:56.311614,1
834,8,410,Caldeira Ltda.,"Alameda Brito, 77
Vera Cruz
08708826 da Cruz / TO",63072769,-23.511561874148015,-46.580614008751624,+55 51 8287 5919,08:00-22:00,2021-03-14,2025-07-29 19:50:56.311614,1
835,10,463,Sampaio Marques S.A.,"Colônia Barros, 518
Jardim Alvorada
07524271 Martins Verde / PB",40370-255,-23.622722445181886,-46.77094614824683,(041) 6020 7027,08:00-22:00,2023-12-27,2025-07-29 19:50:56.311614,1
836,1,1,Mendonça,"Chácara Clarice Novaes, 688
Jaqueline
23051-523 Azevedo Alegre / SE",09392854,-23.509154577617295,-46.73253389709613,+55 31 9357-5227,08:00-22:00,2020-12-07,2025-07-29 19:50:56.311614,1
837,6,81,Cavalcante Macedo Ltda.,"Praça Heitor Vasconcelos, 32
Tupi A
76116-156 da Conceição Grande / BA",31265-312,-23.436076628159533,-46.51111704260919,+55 81 1163-4356,08:00-22:00,2021-01-14,2025-07-29 19:50:56.311614,1
838,4,479,Gonçalves,"Rua Rezende, 75
Pirineus
57253478 Casa Grande do Galho / PA",19817354,-23.529899391421193,-46.69945732036182,0500 209 0672,08:00-22:00,2015-12-20,2025-07-29 19:50:56.311614,1
839,5,386,Alves,"Parque de da Conceição, 237
Maravilha
38775329 Aragão Grande / RJ",21984-255,-23.549190351597087,-46.71945773675754,+55 71 9600 9886,08:00-22:00,2020-08-28,2025-07-29 19:50:56.311614,1
840,8,420,Novais S/A,"Trecho Levi Mendes, 87
Serra
77386-409 Peixoto de Minas / MG",59659-164,-23.479989225149243,-46.6734266063627,(031) 7389 6327,08:00-22:00,2024-05-17,2025-07-29 19:50:56.311614,1
841,8,440,Pacheco Leão Ltda.,"Recanto Camargo, 78
Andiroba
07878-841 Aparecida / CE",11864-615,-23.501703391456555,-46.71272377487002,+55 (031) 2315-6476,08:00-22:00,2023-02-19,2025-07-29 19:50:56.311614,1
842,7,35,Machado,"Núcleo de Albuquerque, 492
Canaa
55249-975 Rezende / RJ",47369-579,-23.682993720313892,-46.77264594223444,(051) 0682-1529,08:00-22:00,2024-02-20,2025-07-29 19:50:56.311614,1
843,5,383,Barros,"Conjunto Marques, 95
Cinquentenário
57570642 Macedo da Prata / MT",63296028,-23.48240665773077,-46.73761166042873,21 0912-3449,08:00-22:00,2020-08-16,2025-07-29 19:50:56.311614,1
844,6,283,Vargas,"Residencial Melissa Barbosa, 87
Caiçaras
05063-664 Camargo / CE",51790180,-23.577735170974172,-46.607952060725296,+55 11 4233-1581,08:00-22:00,2024-09-19,2025-07-29 19:50:56.311614,1
845,8,195,Correia - ME,"Vale Isaque Machado, 817
Barão Homem De Melo 1ª Seção
25739-927 Aragão / GO",39122-275,-23.417730515990776,-46.73304523288418,0900 931 8057,08:00-22:00,2023-05-27,2025-07-29 19:50:56.311614,1
846,5,184,Lima,"Recanto de Duarte, 3
Tupi A
84689-435 Costela de Pastor / RJ",03010-336,-23.408759103474438,-46.60569984099155,21 5160 2000,08:00-22:00,2018-04-26,2025-07-29 19:50:56.311614,1
847,3,46,Guerra,"Favela de Rocha, 479
Vila São Gabriel
05345-810 da Luz do Norte / PR",98018-264,-23.565378354562633,-46.76997573152896,41 9623-4160,08:00-22:00,2019-08-23,2025-07-29 19:50:56.311614,1
848,9,148,Almeida - ME,"Conjunto Rocha
São Francisco
45579-448 Fogaça do Oeste / RO",68182-908,-23.40936154600262,-46.78743709512226,81 2937-5702,08:00-22:00,2020-03-01,2025-07-29 19:50:56.311614,1
849,9,264,Carvalho Carvalho - ME,"Praia Rios, 9
Lourdes
37776363 Sá da Serra / RS",83402-431,-23.6067538455132,-46.54152969520224,(031) 8363 1789,08:00-22:00,2017-07-08,2025-07-29 19:50:56.311614,1
850,10,93,Teixeira Câmara S.A.,"Distrito Henry Pastor, 30
Vila Antena Montanhês
55071843 Vasconcelos / DF",25332338,-23.495206673564404,-46.57199214133749,+55 (071) 3370-9224,08:00-22:00,2021-11-20,2025-07-29 19:50:56.311614,1
851,1,328,Rodrigues,"Campo Gustavo Nunes, 20
Vila Nova Dos Milionarios
32752-242 Fernandes / PI",29179063,-23.677483586667172,-46.60019169514609,(084) 6755-8341,08:00-22:00,2022-07-16,2025-07-29 19:50:56.311614,1
852,7,489,Jesus - ME,"Loteamento Oliveira
São João
77323923 Ramos / RO",41789-927,-23.656503195445364,-46.79073023011894,84 1486-1452,08:00-22:00,2016-05-30,2025-07-29 19:50:56.311614,1
853,4,114,Garcia,"Campo de Carvalho, 62
Glória
62749023 Marques do Norte / RS",80363946,-23.440642229286652,-46.72819381945388,+55 51 4071 9796,08:00-22:00,2023-04-07,2025-07-29 19:50:56.311614,1
854,6,347,Nunes,"Aeroporto de Silveira, 79
Vila Nova Gameleira 3ª Seção
53384-981 Barbosa de Nogueira / SC",44239-543,-23.43186478821091,-46.55630570185432,0500-022-2750,08:00-22:00,2021-03-15,2025-07-29 19:50:56.311614,1
855,7,282,Aragão,"Alameda Lopes, 65
Ipiranga
61265-936 Silva de Minas / RO",67033596,-23.540216642409074,-46.75659970048243,+55 (084) 0449-2927,08:00-22:00,2023-02-21,2025-07-29 19:50:56.311614,1
856,8,103,Pastor - EI,"Vale Campos, 86
Vila Engenho Nogueira
81098123 Ramos / PE",86986989,-23.598067971915924,-46.55614396803187,(071) 1733 6771,08:00-22:00,2022-12-30,2025-07-29 19:50:56.311614,1
857,5,202,Dias,"Rodovia Cavalcanti, 808
Conjunto Taquaril
95997612 Cavalcanti de Azevedo / ES",93556-327,-23.564692820470814,-46.624729935087245,(021) 9381-6404,08:00-22:00,2015-10-12,2025-07-29 19:50:56.311614,1
858,5,62,da Conceição,"Pátio de Lima
Cenaculo
36341309 Brito Grande / PR",05581-455,-23.4391126532566,-46.577889489660905,0500 263 8591,08:00-22:00,2025-06-14,2025-07-29 19:50:56.311614,1
859,6,94,da Costa S/A,"Praia Nicolas Garcia, 52
Santa Terezinha
97543887 da Paz de Vieira / MT",74724594,-23.636701973213725,-46.60664787646465,84 7139 1863,08:00-22:00,2025-03-05,2025-07-29 19:50:56.311614,1
860,7,417,Costela Leão S/A,"Conjunto de Farias, 336
Canaa
71099038 Sales do Galho / AC",38036396,-23.61153893060952,-46.67490312597487,(031) 4210-7975,08:00-22:00,2017-07-22,2025-07-29 19:50:56.311614,1
861,5,317,Gomes,"Distrito Vasconcelos, 18
Vila Nova Gameleira 2ª Seção
89064-040 Pimenta / AM",19814-983,-23.46436711972417,-46.71240679533092,0800-634-5670,08:00-22:00,2018-12-26,2025-07-29 19:50:56.311614,1
862,5,228,Borges,"Ladeira Luiz Henrique Aragão, 3
Vila Califórnia
43512314 Novais / SP",81011-041,-23.419419166225072,-46.59818124642275,61 0186 5935,08:00-22:00,2022-11-20,2025-07-29 19:50:56.311614,1
863,4,404,Brito,"Trecho Viana, 20
Marilandia
96523-823 Costela de da Rocha / RJ",86332483,-23.67212179799535,-46.55792613545853,(061) 2156-1891,08:00-22:00,2020-10-02,2025-07-29 19:50:56.311614,1
864,1,68,Sales,"Lagoa Helena Freitas, 227
Conjunto Floramar
90222-008 Freitas do Amparo / SP",41125-028,-23.45886830959431,-46.78658020915144,(081) 9868-7340,08:00-22:00,2021-06-12,2025-07-29 19:50:56.311614,1
865,7,471,Vargas,"Chácara de Costa, 67
Estrela
79194-298 Rezende / PB",58741-544,-23.506479507920453,-46.68602731988285,0800-411-6974,08:00-22:00,2020-07-28,2025-07-29 19:50:56.311614,1
866,7,285,Lopes,"Lagoa Igor Guerra
Jonas Veiga
57904-127 Carvalho de Oliveira / ES",81585614,-23.630768536660785,-46.69478106474604,41 3567 9456,08:00-22:00,2024-07-14,2025-07-29 19:50:56.311614,1
867,6,302,Moreira,"Viaduto Sales, 21
Ipiranga
35951693 Aparecida do Oeste / AM",33352009,-23.473254841000568,-46.63215874786246,(041) 6927 6806,08:00-22:00,2021-11-08,2025-07-29 19:50:56.311614,1
868,10,480,Azevedo Nogueira - ME,"Rua Viana, 40
Mirante
04097541 da Luz de Barbosa / PA",11401604,-23.4816251805002,-46.76582248308366,(051) 4348 6961,08:00-22:00,2023-09-08,2025-07-29 19:50:56.311614,1
869,2,165,Moura,"Vila Matteo Cavalcante
Indaiá
78219-739 Viana de Monteiro / RR",93896927,-23.657391056535175,-46.519974176958215,51 7924 8262,08:00-22:00,2024-04-14,2025-07-29 19:50:56.311614,1
870,2,101,Lopes Ltda.,"Pátio Casa Grande, 591
Aparecida
90846111 Borges de Goiás / MA",82813-863,-23.549324682776582,-46.63544691946985,+55 81 6840-4152,08:00-22:00,2016-03-10,2025-07-29 19:50:56.311614,1
871,6,243,Cassiano,"Via Marcela Silva, 1
Maravilha
35269-671 Guerra do Amparo / AP",57025-213,-23.4725126751448,-46.52287415871486,61 2706-5720,08:00-22:00,2019-11-24,2025-07-29 19:50:56.311614,1
872,9,90,Casa Grande,"Viela Emanuel Castro, 29
Vila Esplanada
42240155 Correia / PR",16539-520,-23.642536761957654,-46.554917722961505,(084) 4444-4637,08:00-22:00,2021-10-13,2025-07-29 19:50:56.311614,1
873,5,437,Carvalho,"Trevo de Borges, 32
Boa União 2ª Seção
84641-859 Nogueira Paulista / PB",57410-839,-23.56117019328265,-46.742508341305445,+55 61 0812 3901,08:00-22:00,2017-04-03,2025-07-29 19:50:56.311614,1
874,7,389,Rocha,"Largo de Duarte, 57
Guaratã
57192384 Rezende / CE",06686-658,-23.663777662591407,-46.76029829631211,41 3790 3821,08:00-22:00,2024-06-04,2025-07-29 19:50:56.311614,1
875,2,88,Cunha,"Rodovia Duarte, 22
Solimoes
75193-949 Vasconcelos Paulista / SC",46613-801,-23.60794952278773,-46.54162492799972,+55 (011) 7806 9041,08:00-22:00,2018-06-21,2025-07-29 19:50:56.311614,1
876,6,127,Teixeira - EI,"Estrada de Moraes, 5
Vila Petropolis
32431618 Rezende das Pedras / PB",48814-019,-23.634616529729538,-46.639169933224736,+55 31 9305 2441,08:00-22:00,2020-05-13,2025-07-29 19:50:56.311614,1
877,6,107,Fogaça S/A,"Morro Costela, 15
Vila Cloris
81366068 Santos de Minas / AL",84649489,-23.548478661982543,-46.794077175630626,31 4757 4250,08:00-22:00,2021-06-04,2025-07-29 19:50:56.311614,1
878,10,322,Fogaça,"Passarela Nunes, 442
Ernesto Nascimento
23409518 Pereira / RO",66533-693,-23.657635399553772,-46.51973197546819,+55 11 4395-9031,08:00-22:00,2021-03-10,2025-07-29 19:50:56.311614,1
879,6,399,Caldeira,"Esplanada Costa, 11
Vila Nova Cachoeirinha 2ª Seção
74458-810 Ribeiro / PR",32718174,-23.585054773382247,-46.65809148018208,31 1671-2459,08:00-22:00,2021-05-13,2025-07-29 19:50:56.311614,1
880,6,302,Campos,"Feira de Ferreira, 865
Penha
45434453 Pimenta / PB",66292547,-23.6174511285043,-46.70971910947428,+55 (071) 6667 7775,08:00-22:00,2018-08-17,2025-07-29 19:50:56.311614,1
881,4,494,Fogaça Pinto - EI,"Núcleo de Pacheco
Vila São Francisco
29405-309 Aragão de Goiás / MA",41823920,-23.476185325737905,-46.6450206386488,(084) 9552 1193,08:00-22:00,2025-04-13,2025-07-29 19:50:56.311614,1
882,5,488,Montenegro Azevedo e Filhos,"Rodovia de Andrade, 83
Barão Homem De Melo 2ª Seção
10079-874 Pires do Sul / MG",30275033,-23.490099068059397,-46.553124482869755,+55 71 8106-7731,08:00-22:00,2020-07-22,2025-07-29 19:50:56.311614,1
883,4,244,da Mota Rocha - ME,"Setor da Rocha, 52
Novo Aarão Reis
06234664 Barbosa do Amparo / PA",85104093,-23.671520841100314,-46.76691217948926,(061) 7797 6947,08:00-22:00,2020-07-23,2025-07-29 19:50:56.311614,1
884,6,185,Sousa,"Trevo Caldeira, 143
Ambrosina
04620-328 Freitas do Amparo / PR",85142-767,-23.413954833636623,-46.69232012902874,(084) 6520-0166,08:00-22:00,2018-07-21,2025-07-29 19:50:56.311614,1
